"U_1_Gam_alpha2F" "U_2_Gam_alpha2F" "U_5_Gam_alpha2F" "U_10_Gam_alpha2F" "U_1_Gam_alpha1F" "U_2_Gam_alpha1F" "U_5_Gam_alpha1F" "U_10_Gam_alpha1F" "U_1_Gam" "U_2_Gam" "U_5_Gam" "U_10_Gam" "Sylvia_Sparse" "FM_RevJump" "MBC" "DPM" "FM_Raffaele" "U_1_PC_alpha2F_01" "U_2_PC_alpha2F_01" "U_5_PC_alpha2F_01" "U_10_PC_alpha2F_01" "U_1_Gam_ProbKp_01" "U_2_Gam_ProbKp_01" "U_5_Gam_ProbKp_01" "U_10_Gam_ProbKp_01" "U_1_PC_alpha2F_09" "U_2_PC_alpha2F_09" "U_5_PC_alpha2F_09" "U_10_PC_alpha2F_09" "U_1_Gam_ProbKp_09" "U_2_Gam_ProbKp_09" "U_5_Gam_ProbKp_09" "U_10_Gam_ProbKp_09"
9 9 6.382 6.196 73.294 68.029 44.121 31.302 8.322 7.678 5.96 5.863 6.028 3.853 NA 16 6.426 8.99 8.99 1.726 2.511 8.98 9 3.883 16.398 9 8.98 7.936 7.648 8.99 8.985 7.325 8.025
3.997 3.985 2.401 1.755 114.902 119.144 108.095 81.591 3.017 2.94 1.806 1.574 1.674 2.653 NA 16 2.052 4 4 0.297 11.634 4.65 4 0.338 20.947 4 8.99 1.961 1.955 4 4 1.023 1.991
16 11.338 9.29 9.087 104.274 88.535 87.366 73.393 14.805 10.344 7.439 7.771 8.815 11.108 NA 16 5.916 16 11.443 1.043 16.846 15.993 11.534 3.284 20.988 16 15.986 14.971 14.498 16 15.993 15.874 14.212
9 9 7.032 6.905 63.876 57.104 39.532 37.019 8.408 8.246 6.637 6.656 6.98 8.492 NA 16 6.173 9 9 3.016 2.998 8.985 9 3.374 17.028 8.99 8.97 8.373 7.836 8.975 8.995 7.737 8.192
16 14.397 8.231 8.407 38.006 43.486 37.76 35.34 10.422 10.247 8.554 7.678 7.243 7.704 NA 25 9.814 15.986 16 4.25 3.181 16 16 4.677 9.932 15.979 16 10.025 9.279 16 16 6.375 10.088
4 4 3.609 3.414 30.695 32.803 21.426 15.029 3.816 3.867 3.425 3.291 3.181 3.682 NA 16 2.818 4 4 2.697 2.191 4 3.997 2.725 8.694 3.997 3.994 3.562 3.621 4 4 3.793 3.827
4 4 1.522 1.002 72.763 94.376 79.117 68.241 2.206 2.476 1.158 1.183 1.288 1.561 NA 16 4.774 4 4 0.126 9.17 4 4 0.151 18.622 9 4 0.782 1.709 4.05 4.085 0.395 1.992
8.995 9 1.286 1.075 95.712 107.805 81.629 66.918 2.995 2.462 0.982 1.124 1.141 0.684 NA 16 3.862 8.88 9 0.078 13.292 8.15 9 0.095 20.731 9 9 0.502 1.995 8.61 9 0 1.705
9 9 6.126 6.125 78.631 65.235 62.521 50.647 7.836 7.814 5.625 6.032 5.836 3.594 NA 16 4.567 8.995 9 1.859 2.842 9 9 2.269 17.83 9 9 8.201 7.844 8.995 8.995 6.67 7.392
9 9 8.065 8.028 28.359 21.162 15.462 14.261 8.759 7.866 7.806 7.992 7.691 8.658 NA 16 7.748 9 9 7.507 5.579 9 8.39 7.484 7.833 9 8.97 8.985 8.649 8.99 9 8.895 8.85
9 9 3.957 3.158 140.931 113.316 115.096 106.174 7.102 6.119 2.741 2.5 3.165 5 NA 16 3.231 8.98 9 0.269 20.139 8.985 9 0.175 22.449 8.985 8.995 4.179 5.554 9 9 1.81 5.123
4 4 2.512 2.066 88.378 85.417 71.922 75.83 3.161 3.056 2.012 1.807 1.722 2.735 NA 16 1.831 3.988 4 0.395 8.589 4 3.997 0.408 20.247 4 4 2.257 2.152 4 4 1.331 2.354
4 4 1.619 1.224 67.887 55.898 64.697 51.278 2.327 1.191 1.408 1.117 1.208 2.203 NA 16 2.953 4 4 0.35 3.221 4 4 0.268 14.926 4 3.781 1.249 1.381 3.997 4 0.684 1.85
9 9 5.651 5.165 88.841 90.989 68.645 52.878 8.152 7.586 5.096 4.606 5.618 7.86 NA 16 6.072 8.99 9 0.879 7.923 9 9 1.383 19.978 8.995 8.98 7.376 7.564 9 9 0 6.728
4 4 2.829 2.422 53.528 63.199 64.864 44.279 3.163 3.082 2.188 2.031 2.204 3.186 NA 16 2.003 4 4 1.121 1.893 4 4 1.233 15.758 4 4 2.696 2.644 4 4 2.208 2.576
4 4 1.966 1.636 109.629 132.641 119.922 105.669 2.912 2.67 1.363 1.526 1.505 2.775 NA 16 2.263 3.979 3.994 0.058 20.793 3.988 4 0.124 21.997 3.997 3.907 0.781 2.76 4 4 0.307 5.086
4 4 1.482 1.275 93.32 89.556 88.13 70.215 2.26 1.86 1.16 1.098 1.28 1.754 NA 16 3.807 4 4 0.076 11.587 3.883 4 0.07 19.267 4 4 0.965 1.836 4 4 0.145 1.771
4 4 2.2 1.87 128.871 146.227 125.129 100.125 3.218 2.876 2.092 1.627 1.824 2.709 NA 16 2.517 3.985 4 0.112 21.213 4 4 0.054 22.198 3.997 3.985 1.042 2.558 4 3.931 0.088 2.706
9 7.94 8.051 7.612 19.725 18.972 18.095 16.129 8.691 8.835 7.584 7.588 7.853 8.651 NA 16 6.191 9 8.12 6.502 5.193 9 9 7.184 9.063 9 9 8.726 8.79 9 8.985 8.852 8.94
4 4 1.822 1.393 54.357 50.796 54.947 40.239 2.884 2.944 1.308 1.123 1.505 2.756 NA 16 1.825 4 3.997 0.123 3.392 4 4 0.087 15.641 4 3.802 1.135 2.774 3.997 4 0.036 1.829
9 9 6.21 5.783 67.06 75.855 74.886 54.633 8.084 8.027 5.555 5.611 5.394 7.134 NA 16 4.63 9 9 1.983 7.76 9 9 1.876 19.299 9 9 7.866 7.357 8.995 9 6.834 7.302
4 4 1.311 1.28 85.96 92.968 75.193 57.273 2.327 2.616 1.362 1.184 1.314 0.866 NA 16 2.84 4 4 0.146 7.06 4 3.994 0.139 17.991 4 4 0.587 1.87 3.997 4 0.157 1.631
8.995 9 4.546 4.233 88.847 90.836 84.987 79.684 7.315 6.759 3.798 3.387 3.761 4.61 NA 16 3.841 8.93 9 0.658 9.692 9 9 1.007 20.523 9 8.955 5.878 6.021 9 9 5.468 6.347
1 1 0.736 0.696 86.669 91.49 94.049 72.575 0.806 0.833 0.69 0.742 0.956 0.896 NA 16 1.981 4 1 0.151 6.515 1 0.999 0.177 18.382 0.996 0.995 0.462 1.004 1 1 0.293 1.366
9 9 7.138 7.056 58.613 55.945 42.777 32.681 8.621 8.403 6.988 6.434 6.639 8.301 NA 16 6.024 8.985 9 4.069 3.3 8.99 9 4.517 16.188 8.98 9 8.334 8.178 9 9 8.995 7.767
8.995 5.37 4.783 4.651 39.147 53.835 43.002 39.484 7.664 5.118 4.255 4.379 4.402 0.842 NA 16 5.981 9 5.545 1.414 1.959 9 6.935 2.232 11.529 8.995 8.99 8.416 5.642 8.995 8.955 8.669 8.45
16 16 12.537 12.407 36.103 27.869 26.522 23.482 14.933 15.441 11.693 11.494 11.479 14.658 NA 25 10.195 16 16 6.961 5.107 15.979 16 7.583 8.522 16 15.881 15.504 13.9 16 16 14.043 14.208
4 4 1.225 0.903 52.74 63.651 73.695 58.746 2.184 2.017 0.889 1.003 0.85 0.909 NA 16 1.852 3.994 4 0.178 2.716 4 4 0.102 16.888 4 4 0.569 1.115 4 4 0.001 1.114
3.997 4 1.137 1.181 108.166 97.119 92.892 75.35 2.33 1.62 1.056 1.17 1.487 1.74 NA 16 1.9 4 3.883 0.084 11.481 3.943 4 0.726 20.084 4 4 1.967 2.188 3.997 4 1.732 2.929
4 4 1.854 1.3 93.662 72.708 71.465 60.133 2.559 2.696 1.343 1.438 1.349 2.478 NA 16 3.553 4 4 0.132 8.508 3.931 4 0.092 18.962 4 3.937 0.844 1.999 4 4 2.223 1.91
3.997 4 2.007 1.757 122.371 120.362 94.788 81.507 2.934 2.87 1.734 1.434 1.66 2.844 NA 16 1.849 4 3.997 0.241 14.068 4 4 0.187 20.787 4 4 1.557 1.918 3.997 3.949 0.543 2.148
9 9 5.668 5.969 48.661 33.985 51.457 32.621 8.381 8.193 5.057 5.539 5.574 0.865 NA 16 4.621 8.995 9 2.584 2.406 9 9 4.097 12.93 9 8.95 7.758 8.605 8.995 8.77 8.602 7.191
9 9 5.871 5.462 79.584 83.698 59.205 48.835 7.632 7.56 4.323 4.63 5.198 2.629 NA 16 4.883 8.975 9 1.164 4.776 8.975 9 1.126 18.265 9 8.975 7.44 8.354 9 8.41 5.796 6.58
9 8.99 2.766 2.633 99.03 74.355 88.183 76.416 5.129 4.29 2.596 2.044 2.169 3.25 NA 16 2.938 8.99 9 0.094 17.68 9 9 0.136 20.883 9 9 1.867 2.478 9 4.52 0.412 3.195
9 9 6.378 5.918 43.677 65.234 43.556 43.953 8.144 8.431 6.203 5.663 5.729 7.981 NA 16 5.539 8.99 9 3.077 2.182 9 9 3.492 17.154 8.975 8.9 7.489 7.518 8.99 8.97 7.295 7.318
4 4.005 2.629 2.167 79.319 86.293 72.609 63.163 3.25 3.248 2.549 2.124 2.134 2.32 NA 16 2.866 4 3.997 0.362 5.523 3.985 4 0.364 18.409 3.994 3.979 2.325 2.416 4 3.994 1.392 2.521
9 4.245 3.215 3.151 34.312 40.636 45.786 37.165 4.087 3.689 3.214 2.976 3.186 8.511 NA 16 4.713 9 4.095 1.713 1.6 9 5.045 3.265 12.088 9 5.74 3.565 3.6 9 6.385 3.4 3.691
3.997 3.979 1.896 1.374 150.743 140.711 115.354 111.743 2.499 3.124 1.562 1.727 1.769 2.448 NA 16 1.797 4 4 0.069 23.09 4 4 0.079 22.628 4 3.997 0.662 5.774 3.997 4 0 7.414
9 8.615 2.838 2.153 122.684 112.376 99.984 80.268 4.696 5.11 2.075 1.825 2.199 3.227 NA 16 3.579 9 8.99 0.271 13.417 9 9 0.202 20.831 8.995 9 3.321 3.277 9 9 1.296 2.838
4 4 0.585 0.931 160.512 164.4 133.129 123.367 0.811 1.003 0.758 1.652 1.658 1.736 NA 16 3.113 4 3.997 0.033 23.477 4 3.997 0.016 22.992 4 3.997 0.133 10.91 9 4 0.006 20.122
8.995 9 5.938 4.454 111.792 94.129 94.291 71.199 7.087 7.516 4.314 3.599 3.977 6.209 NA 25 3.845 9 8.995 1.356 10.118 9 9 1.433 13.592 8.99 9 4.509 4.119 8.99 8.96 1.877 3.613
8.995 8.995 6.08 5.648 74.115 83.018 69.068 58.917 8.29 8.189 5.652 5.1 5.715 0.876 NA 16 4.905 9 8.995 1.621 3.995 9 9 1.805 19.358 8.99 8.895 7.716 7.544 9 8.99 7.546 7.348
1 0.994 0.814 0.738 60.182 62.523 64.137 48.635 0.821 0.816 0.733 0.721 0.741 0.836 NA 16 2.757 0.999 1 0.207 3.674 1 1 0.15 16.2 0.999 1 0.462 0.884 4 1 0.187 0.917
16 9 3.053 2.728 59.985 81.544 45.856 41.832 3.922 3.568 2.649 2.658 2.652 3.31 NA 16 7.218 11.667 9.035 1.044 2.126 15.986 4.032 1.161 17.426 16 6.185 3.046 2.904 10.701 8.985 2.688 3.017
9 9 2.646 1.703 96.668 117.315 94.267 80.152 2.969 4.093 1.877 1.746 1.54 1.837 NA 16 5.536 8.855 9 0.102 15.733 9 8.995 0.085 20.609 9 9 1.4 2.005 9 7.672 0.049 2.555
9 7.9 2.387 2.107 121.179 108.146 92.542 76.729 3.327 3.15 2.077 1.738 1.678 2.484 NA 16 4.709 8.885 7.357 0.174 16.156 8.955 9 0.123 20.924 9 8.99 1.654 2.58 9 8.479 0.528 2.337
4 4 2.614 1.876 111.819 100.229 95.317 84.817 3.256 3.121 2.029 1.798 1.916 2.793 NA 16 3.922 4 4 0.181 13.163 4 6.79 0.213 21.276 3.997 4 1.66 2.438 4 4 0.789 2.47
8.995 4.345 3.332 2.774 52.938 66.182 59.15 48.515 3.841 3.462 2.644 2.62 2.6 4.474 NA 16 4.527 9 4.19 1.44 2.116 9 4.525 1.654 13.778 8.995 6.895 3.762 3.721 8.995 6.09 4.528 3.365
4 4 3.521 3.509 12.948 17.343 12.94 9.944 3.848 3.871 3.555 3.397 3.37 1.741 NA 16 2.755 4 4 2.892 2.608 3.997 4 3.488 3.835 4 4 3.849 3.812 4 3.997 3.82 3.712
16 9.058 3.023 2.666 110.108 94.038 73.979 62.12 3.532 3.697 2.671 2.723 2.285 3.382 NA 16 4.459 16 3.997 0.738 6.647 16 9.028 0.615 19.219 14.831 10.974 2.62 2.871 16 12.821 1.487 3.183
