"U_1_Gam_alpha2F" "U_2_Gam_alpha2F" "U_5_Gam_alpha2F" "U_10_Gam_alpha2F" "U_1_Gam_alpha1F" "U_2_Gam_alpha1F" "U_5_Gam_alpha1F" "U_10_Gam_alpha1F" "U_1_Gam" "U_2_Gam" "U_5_Gam" "U_10_Gam" "Sylvia_Sparse" "FM_RevJump" "MBC" "DPM" "FM_Raffaele" "U_1_PC_alpha2F_01" "U_2_PC_alpha2F_01" "U_5_PC_alpha2F_01" "U_10_PC_alpha2F_01" "U_1_Gam_ProbKp_01" "U_2_Gam_ProbKp_01" "U_5_Gam_ProbKp_01" "U_10_Gam_ProbKp_01" "U_1_PC_alpha2F_09" "U_2_PC_alpha2F_09" "U_5_PC_alpha2F_09" "U_10_PC_alpha2F_09" "U_1_Gam_ProbKp_09" "U_2_Gam_ProbKp_09" "U_5_Gam_ProbKp_09" "U_10_Gam_ProbKp_09"
8.31694446873067 8.2794166586154 7.78404168124142 7.88840024557013 7.96074351453512 7.73811229038257 7.41872035122837 7.24626812507984 8.20543110794246 8.01805278366196 7.69485427791275 7.75377908781225 7.73318328924024 1.24443523509189 0.425727971858126 1.13612202789693e+191 8.96716518657873 8.33037578410594 8.26385066986869 6.51577230169016 6.95374874499509 8.30455396289243 8.23154912876035 7.17371441677747 7.1654945078244 8.27891563240169 8.25097032613898 8.12839477015264 7.90997194946516 8.3598816371525 8.32767039408634 8.00172598216604 8.22781034592827
0.891782212046958 0.838176330908703 0.861988424822553 0.822956667361964 1.43343211672934 1.47522260965357 1.4577826201404 1.24626375141022 0.779462889288857 0.834204495436096 0.881497984688368 0.866950156365582 0.847445612479477 0.807586522044758 1.09350553922512 5.75489807110329e+190 2.29357007984882 0.833494400158449 0.868597569977755 0.901959844059377 1.00669645589883 0.82754472548686 0.877237700040551 0.926429434180896 1.22103106174421 0.838100046954636 1.81664765811721 0.883200356182563 0.841186731304004 0.819490850739607 0.770299627946603 0.912606363475663 0.874536324229807
1.81871770611506 1.60841513475645 1.61224504539371 1.55913115618311 1.18603650533629 1.13284674786367 1.14170160193771 1.11423545961245 1.82428965510842 1.56449598470932 1.51992737425451 1.52888166534305 1.52759623798556 1.69203398494629 1.79872034852382 1.66044569025269e+191 1.7041295640575 1.83910882074849 1.6212640119564 1.16174258397394 1.12839819036546 1.80383355592724 1.61158683799841 1.23767242153914 1.077031389951 1.81535565505185 1.86079629560642 1.82845601241399 1.80799258749547 1.85901630261805 1.81751836866836 1.85736100909633 1.81087895775464
1.67264344423218 1.69416167162587 1.70413360692997 1.69751936177249 1.91099585626246 1.90103467311953 1.86458904911155 1.84130678334925 1.75680988725647 1.67114193817547 1.69053616486394 1.6717225205192 1.67515117797033 1.42492876545268 1.51963615721872 8.83818096608614e+190 1.88256601705458 1.7131532794531 1.67757693938945 1.61016749982765 1.65634396383919 1.73555817080826 1.69614119894002 1.63160277524099 1.55349033725936 1.73273341551143 1.70193812162908 1.64756704275877 1.70270078206742 1.73814115171006 1.68718964644725 1.70078568511542 1.72468964716934
6.5006636925193 5.73138573456697 4.44816031577555 4.56703111867028 5.7744353586494 5.88240665273995 5.7090087188113 5.74148601200712 4.73116710565081 4.62091131578921 4.57975213475443 4.47050355306093 4.42560538693127 1.56677367181188 5.0321371908607 1.61493240164127e+191 8.20817209589582 6.49327940206327 6.45217425509285 4.53115537085825 4.52670733832017 6.543066274134 6.43013732624823 4.51827634716157 5.311355197965 6.55797278934152 6.49872483801668 4.83102644923762 4.65125908427554 6.59138231158035 6.52176663145312 4.50128205541076 4.67200499429106
6.11171024191397 6.07802633520331 6.13061546034301 6.2122178019831 6.91723346361911 7.03357776097775 6.79514148625787 6.63605335894505 6.16165384713191 6.14817553353502 6.10262051643035 6.17227623411932 6.13849674401232 2.82603941908608 2.47725334011122 4.25322393589783e+190 9.00410710508134 6.14128625711308 6.1319404624428 6.10743422191084 6.14853576845127 6.12013279254199 6.07919274334167 6.10869470193858 6.50733022458214 6.16548505120954 6.13907343676024 6.12460930429918 6.14894102016229 6.16031233039872 6.09588550034298 6.16159774099793 6.16071122500057
144.008346704342 143.45933477833 139.306687807403 138.184687888108 138.806050459395 139.451006452701 139.083543360032 138.448517055317 140.284954509795 141.152905440011 138.618956442717 138.221384356911 138.487246224908 5.19762172653923 2.40636079402682 5.04722811687851e+190 149.038941425682 144.53449300267 143.403976185001 137.409246897554 137.446130127067 144.169270732495 143.306665618098 137.416391692293 138.954499704468 147.900031276978 143.597384176348 137.921943665413 137.754181571493 143.51604165783 143.678996904233 137.313388879254 138.224740663512
14.6333437520377 14.7306803701916 11.8965534934396 11.6894089894655 12.7103360814667 12.8476079946976 12.5771657156959 12.2896368891602 12.3508408126296 12.334794703998 11.5926327947404 11.6521666906712 11.7021216533564 2.60420289377727 2.06020767394018 7.8793063863181e+190 15.702083578978 14.6685018411865 14.6710475494633 11.1204890977569 11.8796678316388 14.3251820749243 14.6505158310952 10.9826821436321 12.2578522517807 14.6434181974088 14.6564349126107 11.2933772078586 11.8817051424417 14.5028529388078 14.5253769728403 11.3933962667721 11.5441643006481
60.6111901355937 60.5116005654465 59.7678635398657 60.0191768779078 60.3782350346253 60.1176958496794 60.1345961674571 59.9503197737996 60.3188817278966 60.2092346113651 59.6837868337984 60.0774193443834 59.9281089064063 3.55996768776115 2.63543945768648 2.07278283134933e+191 61.3058283688766 60.5092449423822 60.5704544352629 58.7750976379608 58.7853490517166 60.5198704737543 60.7001211395524 58.826517910619 59.6304046615916 60.5276859463656 60.5089363655685 60.3204338081841 60.2743096373395 60.5573102423328 60.508928316214 59.7842812581087 60.3256846136914
14.2424093258374 14.1591862103943 14.1327414713627 14.1579105708374 14.8566042053873 14.7297290335378 14.6250505240186 14.5861729741391 14.2776487701028 14.2113625228638 14.1855482766914 14.2016451089309 14.1823942888902 9.54678124803864 3.90843442405742 3.93934014075339e+190 18.1802486235668 14.1908666727509 14.1243642919863 14.1440690141562 14.1337686384187 14.1669778107956 14.2085815184846 14.1818764131333 14.1630732426619 14.1737647069452 14.164747043361 14.2211203009934 14.2447923691001 14.1586703201631 14.1656037924651 14.1988455077242 14.2128540697988
