"U_1_Gam_alpha2F" "U_2_Gam_alpha2F" "U_5_Gam_alpha2F" "U_10_Gam_alpha2F" "U_1_Gam_alpha1F" "U_2_Gam_alpha1F" "U_5_Gam_alpha1F" "U_10_Gam_alpha1F" "U_1_Gam" "U_2_Gam" "U_5_Gam" "U_10_Gam" "Sylvia_Sparse" "FM_RevJump" "MBC" "DPM" "FM_Raffaele" "U_1_PC_alpha2F_01" "U_2_PC_alpha2F_01" "U_5_PC_alpha2F_01" "U_10_PC_alpha2F_01" "U_1_Gam_ProbKp_01" "U_2_Gam_ProbKp_01" "U_5_Gam_ProbKp_01" "U_10_Gam_ProbKp_01" "U_1_PC_alpha2F_09" "U_2_PC_alpha2F_09" "U_5_PC_alpha2F_09" "U_10_PC_alpha2F_09" "U_1_Gam_ProbKp_09" "U_2_Gam_ProbKp_09" "U_5_Gam_ProbKp_09" "U_10_Gam_ProbKp_09"
1 0 0 0.287 160.418 147.254 146.8 121.663 1.714 1.547 2.918 2.999 5.188 0.858 NA 81 8.539 4 16 0 0 9 1 0 0.001 9 1 0 0 4 4 0 0
9 3.994 0.001 0 148.818 157.178 136.099 131.322 1.682 1.902 2.321 3.058 5.634 0.795 NA 81 8.005 4 1 0 0 1 4 0.002 0 1 0.014 1 0 8.995 1 0 0
0.001 1 0 0 133.367 154.225 138.442 116.417 1.973 3.829 0.802 4.222 4.071 0.43 NA 81 7.469 0 0.998 0 0 0 0 0 0 0.999 1 0 0 1 1 0 0
4 1 0 0.713 160.311 149.932 142.32 132.591 1.983 1.305 2.097 3.013 5.64 1.013 NA 81 7.211 9 4 1 0.001 1 1 0 0 3.997 0.001 0 0 0.001 1 0 0
4 4 0 0.498 155.213 163.992 134.616 121.724 1.25 1.713 4.124 2.84 5.42 0.997 NA 81 8.772 0 1 0 0 1.864 4 0.999 0 4 9 0 0 4 6.125 1 0.001
0 0.999 0.004 0.322 157.6 142.802 138.717 120.308 1.557 1.886 1.14 2.602 4.772 0.617 NA 81 8.601 0 0 0.001 0 0.1 1 0.001 0 0 0 0 0 0.998 1 0.001 0
0 4 0 0 157.135 153.339 134.34 118.259 1.881 1.25 1.193 2.9 4.723 0.433 NA 81 9.322 1 4 0 0 3.997 1 0.001 0 1 0 0 0 1 4 0 0
1 0.001 0.003 0.29 171.717 156.735 133.629 130.448 1.7 2.052 1.272 4.016 5.906 1.017 NA 81 7.85 4 1 0 0.001 1 0.999 0.001 0.001 0.999 0 1 0 9 0.998 0 0
1 3.997 1 0.31 172.997 161.643 148.14 117.598 2.548 1.779 2.05 3.194 5.517 0.706 NA 81 6.745 1 0.001 0.001 0 0.999 4 0 0 4 1 0 0 4 1 0 0.001
5.5 1 0 0.631 156.039 144.915 134.71 116.183 1.773 2.243 2.026 4.801 4.725 0.515 NA 81 8.487 1 1 0 0.001 3.997 4 0 0 4 0 0 0 1 1 0 0
1 0 1 0.686 142.945 148.403 144.987 125.947 2.39 1.699 2.124 4.313 5.773 0.72 NA 81 9.037 1 1 1 0 3.988 1 1 0 1 9 0 0 9 0 4 0
0.999 0 0.001 0.328 150.182 147.689 134.253 123.063 1.339 1.787 1.589 3.9 5.167 0.413 NA 81 8.428 0.997 0 0 0 8.995 1 0.999 0.001 0 1 0 0.001 4 0.997 0.998 0
1 0 0 0.735 160.97 155.751 152.22 123.105 1.555 1.609 1.335 6.836 6.082 0.985 NA 81 8.689 1 0 0 0 0.434 1 0 0 9 0 0 0.001 0.999 0 0 0
1 1 0.063 0.001 168.263 150.544 135.893 128.222 2.974 2.355 3.374 2.927 5.505 0.961 NA 81 8.183 0.999 3.997 0 0.001 8.855 4 0.001 0.001 3.994 3.997 0 0 0.997 0 0 0
4 1 0 0.744 163.452 138.231 137.59 126.625 2.169 1.401 2.789 3.002 5.513 0.817 NA 81 8.025 1 0 0 0 1 0.002 0 0.001 1 9 0 0 9 0 1 0
4 1 0 0.305 166.6 141.85 135.383 115.235 1.472 1.728 2.608 5.189 4.694 0.614 NA 81 9.68 4 4 0 0 9 1.582 0 0.001 1 0.999 0 0.001 4 0.048 0 0
3.997 1 0.217 0.847 142.261 145.616 132.067 126.84 4.08 1.74 2.247 3.531 5.346 0.65 NA 81 8.649 1.759 0 0 0 0 1.504 0.003 0 0 4 0.001 0 3.997 4 0 0
1 4 0 0.749 156.591 142.975 149.57 121.71 2.432 2.999 3.098 3.575 5.957 1.781 NA 81 8.343 4 1 0 0 0 3.637 0.001 0.001 0.001 0.001 0.001 0 4 0 0 0.001
3.997 9 4 0.324 165.328 153.393 140.294 121.605 1.795 1.627 2.96 6.305 5.717 0.424 NA 81 8.556 0.001 0.999 0 0 1 0 0 0 6.05 4 0.544 0 1 1 0 0
1 1 0 1.458 167.466 148.049 147.378 121.815 2.464 1.884 1.914 3.707 6.478 0.814 NA 81 8.312 4 4 0 0 9 1 0 0 0 9 0 0 0 1 1 0
1 4 1 0.252 152.151 152.327 133.312 114.466 1.67 1.45 0.865 2.416 4.399 0.405 NA 81 8.048 9 0 0 0 4 4 0.004 0 0 2.746 0.995 0 0.999 3.997 0.001 0
2.323 1 0 0.315 154.441 157.548 134.062 119.913 3.207 2.255 2.125 1.652 6.086 1.027 NA 81 8.36 9 1 0 0 0 3.997 0 0 8.995 4 1 0 3.163 0.999 0 0
2.144 1 0 0.308 157.13 149.93 142.493 119.13 2.331 1.931 1.696 4.114 5.225 0.669 NA 81 8.543 7.57 0.316 0 0 4 0 0 0.001 1 1 0.999 0 5.252 0 0.001 0
9 0 0 0 164.383 149.976 136.147 121.002 2.507 1.781 2.641 3.077 4.606 0.641 NA 81 8.253 9 0 1 0 4 4 0 0 1 0 0 0 15.993 0.185 0 0
0.999 1 0 0.001 139.954 138.637 137.321 117.052 2.644 1.989 0.993 1.664 4.73 0.603 NA 81 8.938 1.267 0 0 0 1 0 0 0 1.876 1 0 0 0.999 0.001 0 0
0.005 1 0 0.625 149.289 153.968 123.071 123.845 2.971 2.347 1.63 0.74 4.913 0.336 NA 81 8.37 1 4 0 0.003 4 1 0 0 4 1 0 0.001 1 1 0 0
4 1 1 0.616 149.146 149.103 143.881 113.726 1.895 1.655 2.137 2.272 4.524 0.518 NA 81 8.145 0.998 1 0 0 0 0.002 0 0 1 4 0 0 1 3.997 0 0
