"U_1_Gam_alpha2F" "U_2_Gam_alpha2F" "U_5_Gam_alpha2F" "U_10_Gam_alpha2F" "U_1_Gam_alpha1F" "U_2_Gam_alpha1F" "U_5_Gam_alpha1F" "U_10_Gam_alpha1F" "U_1_Gam" "U_2_Gam" "U_5_Gam" "U_10_Gam" "Sylvia_Sparse" "FM_RevJump" "MBC" "DPM" "FM_Raffaele" "U_1_PC_alpha2F_01" "U_2_PC_alpha2F_01" "U_5_PC_alpha2F_01" "U_10_PC_alpha2F_01" "U_1_Gam_ProbKp_01" "U_2_Gam_ProbKp_01" "U_5_Gam_ProbKp_01" "U_10_Gam_ProbKp_01" "U_1_PC_alpha2F_09" "U_2_PC_alpha2F_09" "U_5_PC_alpha2F_09" "U_10_PC_alpha2F_09" "U_1_Gam_ProbKp_09" "U_2_Gam_ProbKp_09" "U_5_Gam_ProbKp_09" "U_10_Gam_ProbKp_09"
0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-1 -1 -1 -1 0 0 0 0 -1 -1 -1 -1 -1 NA NA -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 NA NA -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-1 -1 -1 -1 6 3 3 3 -1 -1 -1 -1 -1 NA NA -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 -1 -1 -1 -1 -1 -1
0 0 0 0 3 1 1 1 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 2 2 4 1 0 0 0 0 0 NA NA -1 -1 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0
0 0 0 0 1 1 1 1 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 NA NA -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-2 -1 0 0 2 7 1 0 0 0 0 0 0 NA NA -1 -1 -2 -1 0 0 -1 -1 0 0 -2 -1 0 0 -2 -1 0 0
0 0 0 0 5 5 4 4 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 5 1 5 3 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
0 0 0 0 1 1 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 NA NA -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
0 0 0 0 1 1 1 1 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 2 2 1 1 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 2 4 2 2 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
0 0 0 0 1 1 1 1 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-1 -1 -1 -1 15 15 13 15 -1 -1 -1 -1 -1 NA NA -1 -1 -1 -1 -1 -1 -1 -1 -1 3 -1 -1 -1 -1 -1 -1 -1 -1
-1 0 0 0 12 3 3 2 0 0 0 0 0 NA NA 0 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 NA NA -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
0 0 0 0 3 3 3 3 0 0 0 0 0 NA NA 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA -1 -1 -1 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 3 3 3 3 0 0 0 0 0 NA NA 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-1 -1 -1 -1 1 0 0 0 -1 -1 -1 -1 -1 NA NA -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 0 1 1 0 -1 -1 -1 -1 -1 NA NA -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 NA NA -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
0 0 0 0 1 1 1 1 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 11 11 8 7 0 0 0 0 0 NA NA 0 0 0 0 0 1 0 0 0 5 0 0 0 0 0 0 0 0
-1 -1 -1 0 -1 -1 -1 -1 -1 0 -1 0 -1 NA NA -1 -1 -1 0 0 0 -1 0 -1 -1 -1 -1 -1 -1 -1 0 -1 -1
0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-2 -2 -2 -2 9 9 9 3 -2 -2 -2 -2 -2 NA NA -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2
-1 0 0 0 -1 -1 -1 -1 -1 0 0 -1 -1 NA NA -1 -1 -1 0 0 0 -1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1
0 0 0 0 1 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 3 3 3 1 0 0 0 0 0 NA NA 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0
0 0 0 0 9 9 9 9 0 0 0 0 0 NA NA 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-1 -1 -1 -1 0 0 0 0 -1 -1 -1 -1 -1 NA NA -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 5 2 3 2 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-2 -2 0 0 6 8 1 1 0 0 0 0 0 NA NA -1 -2 -2 -2 0 0 -2 -2 0 0 -2 -2 0 -2 -2 -1 0 0
0 0 0 0 2 2 0 0 0 0 0 0 0 NA NA -1 -1 0 0 0 0 -1 0 0 0 -1 -1 0 0 0 0 0 0
0 0 0 0 6 4 4 3 0 0 0 0 0 NA NA 0 -1 0 0 0 0 -1 -1 0 2 0 0 0 0 -1 0 0 0
0 0 0 0 2 2 2 2 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-1 -1 -1 -1 13 11 11 11 -1 -1 -1 -1 -1 NA NA -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
0 0 0 0 10 6 4 4 0 0 0 0 0 NA NA -1 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-1 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 -1 -1 0 0 0 -1 -1 0 0 -1 -1 -1 0 -1 -1 -1 -1
0 0 0 0 0 2 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 NA NA -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
0 0 0 0 11 1 1 1 0 0 0 0 0 NA NA 0 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 2 2 2 3 0 0 0 0 0 NA NA 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 11 11 11 11 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0
0 0 0 0 4 4 4 4 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
0 0 0 0 1 1 1 1 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 NA NA -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 NA NA -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
0 0 0 0 2 3 1 1 0 0 0 0 0 NA NA -1 -1 -1 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0
-2 -2 -2 -2 0 -1 -2 -2 -2 -2 -2 -2 -2 NA NA -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2
-1 0 0 0 1 1 1 2 0 0 0 0 0 NA NA 0 0 -1 0 0 0 -1 -1 0 1 -1 -1 0 0 -1 -1 0 0
0 0 0 0 1 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 NA NA -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 1 1 1 1 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 -1 0 -1 0 0 -1 0 0 0 0 0 0 0 -1 0 0 0
0 0 0 0 4 4 4 4 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
-1 -1 -1 -1 0 0 0 0 -1 -1 -1 -1 -1 NA NA -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
-1 -1 -1 -1 1 1 1 1 -1 -1 -1 -1 -1 NA NA -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 1 0 0 0 0 0 0 0 NA NA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
