"U_1_Gam_alpha2F" "U_2_Gam_alpha2F" "U_5_Gam_alpha2F" "U_10_Gam_alpha2F" "U_1_Gam_alpha1F" "U_2_Gam_alpha1F" "U_5_Gam_alpha1F" "U_10_Gam_alpha1F" "U_1_Gam" "U_2_Gam" "U_5_Gam" "U_10_Gam" "Sylvia_Sparse" "FM_RevJump" "MBC" "DPM" "FM_Raffaele" "U_1_PC_alpha2F_01" "U_2_PC_alpha2F_01" "U_5_PC_alpha2F_01" "U_10_PC_alpha2F_01" "U_1_Gam_ProbKp_01" "U_2_Gam_ProbKp_01" "U_5_Gam_ProbKp_01" "U_10_Gam_ProbKp_01" "U_1_PC_alpha2F_09" "U_2_PC_alpha2F_09" "U_5_PC_alpha2F_09" "U_10_PC_alpha2F_09" "U_1_Gam_ProbKp_09" "U_2_Gam_ProbKp_09" "U_5_Gam_ProbKp_09" "U_10_Gam_ProbKp_09"
0.116233473665666 0.122750344404404 0.117303182986987 0.11589758156957 0.12753597191992 0.128674021503503 0.126237765883884 0.122901370744745 0.118188449635636 0.113751488458458 0.116395896890891 0.114330857973974 0.115804310874875 NA NA 0.781003003003003 0.124631792204204 0.125049411985986 0.120545981525526 0.0923746383623624 0.0985059353553554 0.122594663315315 0.121838635245245 0.112338374624625 0.103087147811812 0.12206013587988 0.117886385885886 0.122034689985986 0.120924066446446 0.118525874636637 0.12132133601001 0.123371542156156 0.106415928874875
0.0594864446566567 0.060690431997998 0.0608896902722723 0.0616411073033033 0.0547932335315315 0.0538099794414414 0.0531270580680681 0.0523749880680681 0.0588320535955956 0.060497948042042 0.0613771144144144 0.0631184501421421 0.0630345927887888 NA NA 0.762162162162162 0.248958596646647 0.0627624063903904 0.0611676640980981 0.060883486996997 0.0615925283043043 0.0623031737577578 0.0607427805525526 0.061665988034034 0.0618775514234234 0.0631428136676677 0.0618676037897898 0.062394037041041 0.0617735686226226 0.0624038073553554 0.0622165749449449 0.0621850487167167 0.0610755085805806
0.0405139956696697 0.041078744964965 0.0414062024944945 0.0411047385985986 0.0657927251911912 0.0669040911571572 0.0820246371471472 0.0702383333913914 0.0410843149069069 0.041063857019019 0.041234891019019 0.0410339885725726 0.0410617625585586 NA NA 0.776162162162162 0.329388060918919 0.0410627776456456 0.040766788016016 0.0413113389469469 0.0422901391671672 0.0408697830650651 0.0408633613653654 0.0409766225245245 0.0415018449049049 0.040835531011011 0.0408488924584585 0.0408560378758759 0.0410775731331331 0.0407726489009009 0.0408239737237237 0.0408647728428428 0.0412392386406406
0.131086106780781 0.131008518854855 0.131226766988989 0.131006605921922 0.12375297378979 0.123204233743744 0.122312906596597 0.121367860850851 0.130401071167167 0.130752131535536 0.130447451707708 0.130905860228228 0.13029404638038 NA NA 0.762960960960961 0.283805318516517 0.131345264246246 0.131260516232232 0.130365206358358 0.130991725527528 0.131210779551552 0.131148784324324 0.131625366082082 0.130123636598599 0.131117875061061 0.131379719901902 0.131158302708709 0.130655795457457 0.131113990518519 0.130609314730731 0.130874433951952 0.131569912308308
0.139509744906907 0.139670388810811 0.079607345041041 0.0760939164984985 0.0970842621381381 0.0895507914374374 0.0889167544704705 0.0868712774634635 0.0755693046706707 0.0820300229249249 0.0761970568308308 0.0760863563763764 0.0804652100580581 NA NA 0.796172172172172 0.154835143543544 0.139923629091091 0.0822593570570571 0.075256301947948 0.0769254353553554 0.139787716996997 0.139352238818819 0.078678465967968 0.0768656423623624 0.13988254986987 0.0772320161461462 0.0913210088208208 0.0757170274234234 0.139733683571572 0.13968514587988 0.0760363504344344 0.0940707003263263
0.0200550411351351 0.0205282786126126 0.0208716457897898 0.0208473937317317 0.0237426722362362 0.0229391891151151 0.023512185993994 0.022477749997998 0.0206832035315315 0.0206380941801802 0.0205798134214214 0.0203972354894895 0.0206000653853854 NA NA 0.781221221221221 0.0370293554794795 0.0207949320940941 0.0207379092852853 0.0204951961041041 0.0206765550630631 0.0207153686246246 0.0207534021621622 0.0204226314434434 0.0208272538398398 0.0212251138038038 0.021127869013013 0.0208252461941942 0.0206617178718719 0.0209290955355355 0.0211856316916917 0.0207851772872873 0.0207044472952953
0.114247797755756 0.0956428766626627 0.094282792036036 0.0948370712512513 0.0928846632992993 0.0934979157197197 0.0927792854214214 0.092694013987988 0.1038982855996 0.0943173428408408 0.0950695302682683 0.0948947741041041 0.0952979652712713 NA NA 0.697655655655656 0.116656279367367 0.114036891185185 0.0984415856436437 0.095316589029029 0.0947958286106106 0.114055589183183 0.0960790521701702 0.0966784066806807 0.0953072518538539 0.104313940558559 0.100346012686687 0.106852954072072 0.112735925131131 0.114499294874875 0.114394319211211 0.114251335707708 0.0984346758478478
0.11331554216016 0.113193546376376 0.111046339301301 0.112019285091091 0.121215052658659 0.114378683671672 0.118976598794795 0.116027358148148 0.113238242288288 0.113663460978979 0.111133949453453 0.110154654992993 0.111648593947948 NA NA 0.785275275275275 0.184899453697698 0.113434734674675 0.113413301269269 0.109176510846847 0.11095809043043 0.113363697269269 0.113026753661662 0.111661939941942 0.108597272852853 0.113505196398398 0.112982878776777 0.112508913325325 0.112082413985986 0.113572989217217 0.113691362492492 0.113187521195195 0.113092081683684
0.141390911329329 0.141134854846847 0.132726540922923 0.132212280492492 0.114400220328328 0.10941899609009 0.112181136476476 0.112649769255255 0.136660082844845 0.139692446742743 0.131485527633634 0.134742704016016 0.130640556346346 NA NA 0.75958958958959 0.134228937091091 0.141392544770771 0.140943782716717 0.116726858482482 0.116978569867868 0.141133594602603 0.141289456438438 0.109089139683684 0.126249107913914 0.141517894902903 0.14145103645045 0.122262244454454 0.135708938944945 0.141302098964965 0.141165140576577 0.125055677425425 0.134873356948949
0.0264454693673674 0.0265651277997998 0.0263029912132132 0.0264358406466466 0.0505443009069069 0.0506529359079079 0.0511946424964965 0.0472881991451451 0.0263063336176176 0.0263495175995996 0.0264724193153153 0.0264955501301301 0.0266599055335335 NA NA 0.788754754754755 0.126486107405405 0.0263557100520521 0.0265004987807808 0.0272120410530531 0.0267431381661662 0.0264193244304304 0.146770456608609 0.0264910317817818 0.0263199929449449 0.0264015791831832 0.0263348521981982 0.0263690299319319 0.0263312131691692 0.0263450046726727 0.146882267863864 0.0265139632532533 0.0263371994914915
0.186539350570571 0.186895626228228 0.177446342810811 0.171177007573574 0.104503487541542 0.1073107678999 0.104793534682683 0.103033667445445 0.182767068586587 0.187014106076076 0.175701217175175 0.177237399565566 0.181512479377377 NA NA 0.799215215215215 0.164835682588589 0.186971253305305 0.187396725311311 0.167718568152152 0.167264088600601 0.186255319711712 0.187000528136136 0.185428776708709 0.184560967975976 0.187331101093093 0.187700072530531 0.171299198152152 0.179043752358358 0.187445987049049 0.186011741783784 0.185782975285285 0.18526938157958
0.0478729660900901 0.0453031005025025 0.0466465998638639 0.0469820894994995 0.0295896801881882 0.0294675009309309 0.0294774855555556 0.0297435485125125 0.0473714079119119 0.0448679696776777 0.0461420228508508 0.0465287304024024 0.0462820077297297 NA NA 0.727991991991992 0.186130808536537 0.0478230694374374 0.0470608525305305 0.0460942921561562 0.0452485362582583 0.0479227294954955 0.0477787065445445 0.0476352200500501 0.0457653088908909 0.0480006395635636 0.0477712141141141 0.0476102386926927 0.0472459653533534 0.0478691645705706 0.0479100601361361 0.0477836858178178 0.0476178965245245
0.0598005123863864 0.0599961631571572 0.0616580431011011 0.0626379537977978 0.0909665271471471 0.0876464737357357 0.0899679179259259 0.0881066592152152 0.0604865045785786 0.0606626074074074 0.0633743199279279 0.0627466288968969 0.062254410004004 NA NA 0.780802802802803 0.120834694002002 0.0595983557037037 0.059729067023023 0.0621027665045045 0.062782233005005 0.0599772816456456 0.0599556301401401 0.0618295495615616 0.0620785232892893 0.0602509742082082 0.0601935309469469 0.0603529847687688 0.0624382892292292 0.0598223356816817 0.0602599126006006 0.0610207545165165 0.060438729009009
0.174275221855856 0.158877593687688 0.151714132998999 0.15122632615015 0.166441760802803 0.166765774222222 0.166479102142142 0.165295718234234 0.166000238730731 0.154864826102102 0.146596283353353 0.14637326005005 0.149721526892893 NA NA 0.752658658658659 0.214941823175175 0.173977223403403 0.152362064 0.154032837577578 0.145990912894895 0.173995255853854 0.174387246284284 0.163274571905906 0.156988117393393 0.173796306508508 0.174028972694695 0.174465854382382 0.157844887101101 0.173809165465465 0.174257637121121 0.155097203489489 0.160747658288288
0.131444787367367 0.131486417321321 0.110768323835836 0.106949367993994 0.102228448662663 0.0895913164444444 0.0951862995615616 0.0945001144824825 0.113753405555556 0.115339576980981 0.109386885185185 0.108587847363363 0.109307081941942 NA NA 0.786742742742743 0.130915363393393 0.127558332954955 0.129908947269269 0.0968480893013013 0.104797011537538 0.131544359275275 0.131510427463463 0.0943250306366366 0.106592180654655 0.130655747415415 0.117557427439439 0.120017507039039 0.109636817445445 0.118831737327327 0.13153890956957 0.110794748426426 0.117369653497497
0.0660297457977978 0.0649361492492493 0.058392474960961 0.0548577274274274 0.0956308198538539 0.0890927031151151 0.0987028248088088 0.0925929872152152 0.0619143112772773 0.0626878077177177 0.055068144978979 0.0536054918118118 0.0540804987547548 NA NA 0.778372372372372 0.0672420169109109 0.0652976409169169 0.0653532882762763 0.0495432975595596 0.0552410064944945 0.0661591413313313 0.0648879468868869 0.0498624825645646 0.0559307065465465 0.0653435532852853 0.0658655777557558 0.0571904296196196 0.0584665847387387 0.065471665985986 0.0651305482862863 0.0581745384464464 0.0521164623123123
0.0574979469189189 0.0467534952372372 0.0457196590650651 0.0470110306626627 0.061087551967968 0.0603574622022022 0.0597735325705706 0.0586381568368368 0.0484771425505506 0.0477728921121121 0.0477181304304304 0.0472551457217217 0.0469058184404404 NA NA 0.783493493493494 0.0510633156696697 0.0573465284224224 0.0481359501021021 0.0471569572952953 0.0464056562562563 0.0573936864104104 0.051048602034034 0.0478903201981982 0.0470725869029029 0.0574733193053053 0.0573419034334334 0.0468551512552553 0.0554604236236236 0.0575351496276276 0.0560294029469469 0.0492943690490491 0.0479551093953954
0.147718295497497 0.147586556988989 0.138553106828829 0.135498051277277 0.123853757277277 0.122075858422422 0.111431745985986 0.119124628970971 0.1453739136997 0.144688267985986 0.142474375823824 0.137603336478478 0.126069915845846 NA NA 0.778520520520521 0.179189487019019 0.158478143721722 0.147738089463463 0.123982715397397 0.128960265465465 0.153760034844845 0.136903754458458 0.101872146182182 0.135572524088088 0.147402508652653 0.158701920652653 0.146648998516516 0.126405346728729 0.158789573827828 0.158702624718719 0.146451250576577 0.145397424786787
0.0545989215675676 0.0522256729109109 0.0490777363483484 0.0514817793993994 0.106332664860861 0.109291471815816 0.113315409251251 0.107842799547548 0.0503565521941942 0.0497102886686687 0.050616191971972 0.0520166376116116 0.0491921760580581 NA NA 0.74351951951952 0.0558020543783784 0.0546329682862863 0.0545034989029029 0.0505661661901902 0.0493197133833834 0.0545359053273273 0.0545001707107107 0.0498366046066066 0.0503842787727728 0.0545081082042042 0.0546048924544545 0.0546137534774775 0.0538482773813814 0.054266771017017 0.0544526735055055 0.0528660300980981 0.0512450494414414
0.0876728382822823 0.0875442326366366 0.0886278448188188 0.087761740996997 0.0951400656316316 0.094344267993994 0.0942038086166166 0.094413535049049 0.0882839234534535 0.0870153596756757 0.0882025132372372 0.088675831021021 0.088549854944945 NA NA 0.790148148148148 0.10500775246046 0.0876774227687688 0.0877283143203203 0.087795521977978 0.0874715329209209 0.0878337417157157 0.0877305412232232 0.0868203691371371 0.0882451764424424 0.0876706044824825 0.0877875171211211 0.0866697474414414 0.0871733176076076 0.087674490952953 0.087598434978979 0.0877825531271271 0.0869105351271271
0.258105899987988 0.257826923227227 0.155828093077077 0.152910959631632 0.151425936694695 0.147010723903904 0.144084186194194 0.139473961441441 0.239511662964965 0.201099236084084 0.166022813463463 0.16496773432032 0.171829732428428 NA NA 0.787717717717718 0.243852603445445 0.257699736312312 0.258122947045045 0.124560893525526 0.13786654205005 0.258182806662663 0.257968120294294 0.12518943970971 0.134336924772773 0.257828068372372 0.231673133571572 0.216558689499499 0.256074587413413 0.257693881443443 0.258085368884885 0.125829342796797 0.170636635333333
0.133484156512513 0.133769265853854 0.135205456868869 0.136530779241241 0.129251223407407 0.126752516514515 0.126456062528529 0.126895545237237 0.133173715957958 0.135156378922923 0.136465693029029 0.136228998810811 0.137305368386386 NA NA 0.77754954954955 0.274107551995996 0.136877792656657 0.135702078842843 0.136058866998999 0.135127654504505 0.135732965631632 0.133931941561562 0.136856803145145 0.1367281416997 0.136563105095095 0.136436413615616 0.135919653757758 0.135755518054054 0.136186815421421 0.135950061061061 0.136384396386386 0.137082703987988
0.133476140426426 0.133167346374374 0.132996493495495 0.133065588712713 0.110602515325325 0.110778315035035 0.11084493387988 0.112856776942943 0.133026304784785 0.133173759111111 0.132570213313313 0.133107942842843 0.133633167617618 NA NA 0.746748748748749 0.234328083211211 0.133897943883884 0.133227375935936 0.132412977857858 0.132135281507508 0.133451977389389 0.132653004540541 0.133554928358358 0.133857813721722 0.133104809697698 0.134061444642643 0.133251379299299 0.133070423735736 0.13387291602002 0.133713703059059 0.133877816872873 0.13322979401001
0.285269931503503 0.284320082036036 0.260212226940941 0.242256426790791 0.111467382844845 0.116549904382382 0.114207885443443 0.110994449387387 0.262499660838839 0.28130607217017 0.243073763685686 0.244178204618619 0.238050680518519 NA NA 0.763547547547548 0.282181499773774 0.285273490266266 0.285296334946947 0.252394231961962 0.22900444633033 0.284903775761762 0.285039119305305 0.259654151957958 0.248397918860861 0.285256282624625 0.285299911885886 0.279627790722723 0.280653048896897 0.285265212856857 0.285099481581582 0.26695348373974 0.281872035463463
0.136134647701702 0.134975101289289 0.129776059577578 0.131279071053053 0.0911326692712713 0.0973223843883884 0.0923666085045045 0.0933533157697698 0.130934180302302 0.133284503099099 0.12629787425025 0.130998876242242 0.132249870218218 NA NA 0.751693693693694 0.286927824990991 0.134091972646647 0.133732731115115 0.130286341991992 0.125123441725726 0.133429731147147 0.134843337217217 0.132958884058058 0.13268456411011 0.133146544720721 0.134134479593594 0.133308585721722 0.135984856134134 0.133444412618619 0.133827649805806 0.134343831995996 0.134044739927928
0.0421518741981982 0.039466616970971 0.0411905586966967 0.0403488961981982 0.0255579669049049 0.0264473507967968 0.0258133031651652 0.0266246277217217 0.0417548121621622 0.0376791127667668 0.0384778461621622 0.0398145258498498 0.0406120744044044 NA NA 0.783369369369369 0.0418248368688689 0.0421371632652653 0.0407120044224224 0.0409912961021021 0.0400608914514514 0.0422089421441441 0.0416446738358358 0.0413622969089089 0.0409472114814815 0.0421730928708709 0.0421703602902903 0.042174871039039 0.0420238123243243 0.0421647312012012 0.0420713023823824 0.0417312653693694 0.0417705591511512
0.114159501705706 0.114061672750751 0.112829330606607 0.112378529283283 0.0795201848348348 0.0752341076676677 0.0798690227867868 0.076670165025025 0.113717132428428 0.113164861697698 0.108279620684685 0.109300473675676 0.108707745917918 NA NA 0.775811811811812 0.108675456228228 0.114242571397397 0.113516062366366 0.1092660843003 0.109825601411411 0.114402347623624 0.114114845203203 0.111655247527528 0.112971328028028 0.114371077693694 0.11430304392993 0.113828083493493 0.113064809101101 0.114316710482482 0.11429173029029 0.114224543145145 0.114003325443443
0.121532415553554 0.121144392736737 0.110957902766767 0.104168322650651 0.1470634265005 0.144965183227227 0.14284148217017 0.142678031587588 0.102659663951952 0.122303065349349 0.105295268522523 0.101554870560561 0.108241435903904 NA NA 0.77578978978979 0.156909364744745 0.124455304520521 0.129204824004004 0.099401939003003 0.116647374552553 0.124635483801802 0.119026982688689 0.0980967215375375 0.100302675687688 0.127074556968969 0.126350575957958 0.112173422578579 0.103529582148148 0.128091160912913 0.117739774628629 0.0996048394974975 0.102801326912913
0.0397414441621622 0.0362592547127127 0.0375554224544545 0.0382257824084084 0.0253050688868869 0.0258677566946947 0.0240015624364364 0.025158975025025 0.0394027651911912 0.0335502295335335 0.0349071506286286 0.0373225199219219 0.0371516077237237 NA NA 0.751977977977978 0.0395858200920921 0.0397449451411411 0.0392648464944945 0.0378486783283283 0.0359653396176176 0.0397261672452452 0.0397210801101101 0.0391913243223223 0.0355250496116116 0.0397158412192192 0.0397266184464464 0.0389550253193193 0.0397114376236236 0.039754206976977 0.0397448945085085 0.0396897247527528 0.0368351654694695
0.162936932756757 0.139315158106106 0.140482989617618 0.138605741349349 0.128669437323323 0.129561557913914 0.127230309727728 0.128994128964965 0.142151058818819 0.13951141957958 0.138144903063063 0.139640411145145 0.139709069325325 NA NA 0.77618018018018 0.15208704613013 0.162056335419419 0.142260246734735 0.140125928056056 0.138411639409409 0.162356114556557 0.14217892155956 0.138717993289289 0.141824917953954 0.162009040288288 0.162162143941942 0.136611378536537 0.13981002413013 0.162306448442442 0.162256988602603 0.144821380422422 0.140306432884885
0.128940022224224 0.128267087987988 0.11079754838038 0.110620759387387 0.11147100404004 0.111201112426426 0.109464040748749 0.109205538416416 0.11923452353954 0.105687712890891 0.11379994614014 0.11431210755956 0.116396058708709 NA NA 0.794880880880881 0.16632915841041 0.127975846564565 0.128998988744745 0.103745124322322 0.112157735805806 0.128537822568569 0.122212649393393 0.0946362349409409 0.115732075955956 0.127758861653654 0.128994593057057 0.126952650332332 0.123193711473473 0.128981081707708 0.130407279507507 0.112364828216216 0.115768246392392
0.0859637522202202 0.0867946761961962 0.0872497024404404 0.0872032725925926 0.0763717152112112 0.0789594005165165 0.0781431884144144 0.0791606606046046 0.0857516638198198 0.0872399279239239 0.0875716094814815 0.0878743308748749 0.0873988923963964 NA NA 0.766978978978979 0.105770186754755 0.0879522074674675 0.0873112762122122 0.0872273895655656 0.0869763862122122 0.0874910376936937 0.0883562823923924 0.0878246283563564 0.0876650416376376 0.0880236672072072 0.088076979003003 0.0877567677217217 0.0874135924824825 0.0880574993313313 0.0876162612432432 0.08803430204004 0.0878376034894895
0.50549506417017 0.505511939331331 0.192467989179179 0.235690853479479 0.146781795545546 0.15538569182983 0.147721910186186 0.146133843533534 0.367977260868869 0.447396989607608 0.252651429803804 0.257655084134134 0.218239473875876 NA NA 0.789415415415415 0.490268788602603 0.505534432446446 0.214780431055055 0.167148695023023 0.184830227815816 0.505497882172172 0.505507902902903 0.152488677717718 0.298706966154154 0.458477857881882 0.410653211905906 0.288818128732733 0.492336733167167 0.503997393299299 0.505509727309309 0.248093784840841 0.393445189037037
0.0283862344544545 0.0283966156336336 0.0285392373313313 0.0286986107287287 0.0451758907947948 0.0432601875835836 0.0431921689369369 0.0424071218018018 0.02853123604004 0.0286653346626627 0.0286556586486486 0.0286325865185185 0.0284851785665666 NA NA 0.766518518518518 0.0458867273433433 0.0283390202342342 0.0285025726666667 0.0287675410870871 0.0289646532492492 0.0284705963023023 0.0283161895835836 0.0284675918958959 0.0287066387907908 0.0284582816356356 0.0284394067247247 0.0285270351751752 0.0283456215815816 0.0282166739179179 0.0284134362702703 0.0284785697937938 0.0283838533553553
