"U_1_Gam_alpha2F" "U_2_Gam_alpha2F" "U_5_Gam_alpha2F" "U_10_Gam_alpha2F" "U_1_Gam_alpha1F" "U_2_Gam_alpha1F" "U_5_Gam_alpha1F" "U_10_Gam_alpha1F" "U_1_Gam" "U_2_Gam" "U_5_Gam" "U_10_Gam" "Sylvia_Sparse" "FM_RevJump" "MBC" "DPM" "FM_Raffaele" "U_1_PC_alpha2F_01" "U_2_PC_alpha2F_01" "U_5_PC_alpha2F_01" "U_10_PC_alpha2F_01" "U_1_Gam_ProbKp_01" "U_2_Gam_ProbKp_01" "U_5_Gam_ProbKp_01" "U_10_Gam_ProbKp_01" "U_1_PC_alpha2F_09" "U_2_PC_alpha2F_09" "U_5_PC_alpha2F_09" "U_10_PC_alpha2F_09" "U_1_Gam_ProbKp_09" "U_2_Gam_ProbKp_09" "U_5_Gam_ProbKp_09" "U_10_Gam_ProbKp_09"
48.896 64 37.226 31.232 47.161 35.987 35.677 28.764 40.693 40.86 30.235 29.428 27.5 22.991 NA 28.304 38.439 48.961 49 25.651 1.825 49 49 25.846 0.461 49 48.961 31.74 26.908 48.948 64 27.193 22.623
64 49.212 42.533 39.623 21.29 31.696 15.96 16.222 47.256 46.236 40.544 36.918 38.433 45.267 NA 33.674 34.066 64 49.09 26.907 6.765 64 63.85 26.77 0.74 64 51.552 38.626 39.73 64 50.29 26.348 38.589
63.97 64 42.442 34.648 61.41 52.941 42.57 29.363 54.224 51.046 37.233 32.379 34.429 33.774 NA 33.653 33.039 64 64 25.228 0.359 64 64 25.414 0.321 64 63.985 32.406 31.285 63.85 63.805 25.827 27.146
49 49 35.834 29.066 26.54 38.162 13.292 19.035 38.985 37.06 31.027 26.904 26.158 35.875 NA 17.533 29.817 49 49 26.776 4.74 48.987 49 26.546 0.516 49 49 32.291 25.023 49 49 30.23 22.924
100 81 58.348 56.2 17.835 20.246 13.446 5.769 67.849 62.296 56.369 54.521 54.754 60.029 NA 51.992 54.877 100 81 39.608 11.58 100 81 38.217 2.613 95.858 82.52 52.371 56.58 94.756 81.057 37.99 56.475
63.985 64 38.619 33.171 36.317 30.325 25.165 23.584 43.347 42.163 34.255 29.366 30.682 40.318 NA 33.002 37.057 64 63.985 25.952 3.468 63.97 62.245 25.534 0.558 64 63.985 32.925 34.231 64 64 26.846 27.935
64 64 34.901 21.814 56.85 64.397 64.33 47.61 39.056 38.615 27.752 20.75 20.152 24.588 NA 25.89 31.982 64 63.985 25.187 0.269 63.97 64 25.132 0.225 64 64 27.053 6.874 64 64 25.121 2.996
64 64 51.392 47.699 40.237 21.506 24.681 20.106 60.893 59.959 49.96 44.106 43.313 53.99 NA 30.272 47.992 63.94 64 30.188 9.442 63.985 64 32.558 0.64 63.91 63.895 57.571 53.224 63.91 63.985 52.285 57.385
55.39 48.675 41.346 36.677 34.435 22.674 26.234 16.382 42.571 44.148 37.882 34.706 34.828 36.342 NA 33.456 32.863 48.987 49 26.097 5.177 49 49 26.231 0.672 49 49 33.771 36.924 49 49 25.926 33.402
36 49 28.462 23.467 53.446 55.322 51.827 36.327 32.046 30.074 25.441 21.839 22.943 33.863 NA 13.911 18.016 36 36 17.591 1.375 36 36 17.262 0.756 36 36 22.921 23.745 42.396 36 20.467 19.071
49 48.766 35.722 28.155 46.4 43.733 33.919 27.663 40.488 36.731 28.878 24.958 25.858 31.935 NA 26.601 29.8 49 49 26.359 2.254 48.974 49 25.796 0.379 48.688 49 30.89 23.513 49 49 28.455 18.509
65.445 64 48.897 44.849 44.467 35.752 33.153 25.828 58.421 57.691 45.04 43.144 42.581 45.986 NA 36.124 35.851 64 64.051 27.372 1.01 63.895 64 28.053 0.399 63.91 63.985 49.837 51.424 81 63.985 45.925 56.674
64 49 33.456 28.267 42.462 32.869 18.17 19.783 32.697 32.91 27.754 26.746 26.037 30.491 NA 28.09 32.292 63.985 49 25.825 3.846 49 49 25.418 0.744 64 63.94 27.725 24.848 54.01 49 26.21 23.124
63.85 64 34.164 26.914 32.726 46.755 39.973 28.047 38.365 34.951 29.516 23.155 26.003 34.647 NA 31.601 38.898 63.985 64 25.464 0.799 64 64 25.352 0.399 64 64 28.365 18.014 64 64 25 13.978
36 35.978 33.272 28.372 29.325 17.447 14.777 18.3 32.783 31.584 28.311 25.703 25.777 27.006 NA 13.854 23.283 36 36 25.66 5.548 36 35.989 25.858 0.837 36 36 28.542 24.728 35.989 36 27.618 22.424
49 49 36.061 29.191 35.381 31.56 29.2 22.643 41.111 41.894 31.899 27.998 27.615 35.702 NA 28.618 47.63 49 48.987 25.539 2.895 49 64 25.418 0.631 49 49 28.096 25.097 49 49 25.7 19.286
67.587 64 34.118 26.378 51.662 62.231 47.676 40.439 36.673 36.576 27.846 23.019 21.882 29.478 NA 27.892 30.075 63.925 63.985 25.398 0.372 64 64 25.121 0.271 81 52.285 26.868 10.114 64.051 64 25.609 8.331
63.985 64 47.492 44.42 36.802 28.037 20.612 20.58 57.368 60.3 42.453 41.859 42.106 50.306 NA 31.005 39.515 63.985 64 28.657 7.334 64 64 28.337 0.676 63.895 63.7 56.211 47.959 63.97 63.955 39.937 45.307
64 64 51.699 47.132 20.308 25.032 29.578 13.089 57.391 59.95 47.302 46.353 47.596 54.687 NA 33.654 39.866 64 63.985 30.275 10.798 64 64 31.176 0.695 64 62.272 56.352 53.523 64 63.97 48.597 55.846
49 49 29.796 23.14 30.697 27.612 26.818 24.403 28.483 25.521 26.369 21.948 18.331 33.429 NA 23.012 27.654 36 36 25.055 1.293 36 36.884 25.088 0.52 36 36 25.363 13.464 39.991 36 25.099 10.943
64 64 51.885 48.747 25.189 24.216 22.947 17.719 60.08 61.957 45.621 47.512 47.223 54.655 NA 37.644 42.002 64 64 27.851 6.522 64 64 29.614 0.563 63.985 63.79 55.607 55.602 64 64 30.678 52.024
49 48.948 36.724 30.464 52.523 48.172 35.285 26.854 41.578 40.968 32.817 26.529 26.795 37.472 NA 22.972 30.906 48.987 49 25.628 0.712 49 49 25.455 0.417 49 49 28.668 24.443 48.493 49 25.425 19.095
64 64 54.097 54.419 19.312 19.051 16.707 9.257 61.778 61.777 53.665 51.746 52.39 61.952 NA 41.522 45.259 64 64 31.055 20.873 64 64 32.399 0.949 63.97 63.94 59.955 57.416 69.559 80.983 54.61 59.927
64 64 30.967 20.8 63.183 59.148 49.014 38.976 28.164 30.968 24.34 18.333 17.229 21.695 NA 23.011 24.096 64 64 25.202 0.21 64 64 25.22 0.228 63.655 57.37 26.155 9.141 63.985 60.235 25.462 3.101
48.987 49 39.293 35.783 30.329 27.673 21.424 17.301 45.2 44.735 37.273 33.248 33.527 41.902 NA 23.14 31.26 49 49 26.9 10.159 48.948 48.987 27.019 0.883 49 49 35.608 34.564 48.935 47.687 30.369 34.486
63.985 63.985 44.971 41.437 54.194 50.034 42.861 29.404 56.243 56.005 40.575 36.357 38.797 43.344 NA 27.244 40.277 64 64 26.641 1.485 63.985 64 25.863 0.317 64 61.082 36.926 50.203 64 63.925 37.955 47.281
