"U_1_Gam_alpha2F" "U_2_Gam_alpha2F" "U_5_Gam_alpha2F" "U_10_Gam_alpha2F" "U_1_Gam_alpha1F" "U_2_Gam_alpha1F" "U_5_Gam_alpha1F" "U_10_Gam_alpha1F" "U_1_Gam" "U_2_Gam" "U_5_Gam" "U_10_Gam" "Sylvia_Sparse" "FM_RevJump" "MBC" "DPM" "FM_Raffaele" "U_1_PC_alpha2F_01" "U_2_PC_alpha2F_01" "U_5_PC_alpha2F_01" "U_10_PC_alpha2F_01" "U_1_Gam_ProbKp_01" "U_2_Gam_ProbKp_01" "U_5_Gam_ProbKp_01" "U_10_Gam_ProbKp_01" "U_1_PC_alpha2F_09" "U_2_PC_alpha2F_09" "U_5_PC_alpha2F_09" "U_10_PC_alpha2F_09" "U_1_Gam_ProbKp_09" "U_2_Gam_ProbKp_09" "U_5_Gam_ProbKp_09" "U_10_Gam_ProbKp_09"
1 1 0.511 0.982 306.965 306.184 276.42 244.21 0.849 0.894 0.911 1.888 2.553 0.813 NA 16 2.2 1 1 0.009 19.99 0.998 1 0.781 3.301 0.997 1 0.933 0.928 0.993 1 0.894 5.2
0 0 0.793 0.895 55.411 63.756 69.742 83.373 0.428 0.846 0.54 1.238 1.285 0.089 NA 16 2.646 0.009 0.171 0.597 1.411 0.002 0 0.238 0.704 0.001 0.006 0.053 0.674 0.001 0.009 0.152 0.783
0 0 1.222 1.963 210.329 213.92 257.404 205.576 0.806 0.458 0.918 3.061 2.916 0.188 NA 16 1.827 0.001 0 1.593 7.248 0 0 0.341 3.214 0.004 0.017 0.043 2.807 0.001 0 0.062 1.335
1 1 0.744 0.744 66.119 75.335 78.346 79.882 0.875 0.71 0.73 0.726 0.747 0.118 NA 16 2.495 1 1 0.798 0.745 1 0.988 0.944 0.771 0.999 0.995 0.959 0.853 1 0.993 0.971 0.987
4 4 0.89 0.724 219.294 156.923 163.367 138.986 0.788 1.422 0.705 1.082 1.283 0.939 NA 25 4.832 3.997 1.45 0.55 1.569 3.997 3.997 0.941 1.346 4 1 2.141 0.814 4 3.997 0.712 2.091
0 0 0.759 0.769 131.622 113.705 127.669 96.531 0.312 0.285 1.013 1.091 1.138 0.034 NA 16 0.738 0 0.19 0.522 1.633 0 0.055 0.511 0.849 0.001 0.013 0.296 0.316 0.001 0.008 0.046 1.166
4 1.057 0.702 0.727 190.465 157.357 192.471 143.772 2.668 0.76 0.894 0.893 1.049 0.998 NA 16 2.412 3.994 1.886 1.081 1.267 3.997 1.48 1.472 1.041 2.938 2.422 3.124 3.496 4 3.991 3.976 1.661
1 1 0.596 0.792 249.415 174.471 213.78 182.156 0.8 0.848 0.824 1.09 1.149 0.961 NA 16 1.884 0.998 1 0.642 2.709 0.999 1 0.761 2.495 0.998 0.985 0.856 0.795 1 0.989 0.952 0.806
4 4 1.661 1.583 272.408 237.881 243.688 217.427 2.889 3.146 1.452 1.551 2.01 3.051 NA 16 1.619 3.994 3.997 0.43 4.07 3.967 3.997 0.233 3.098 3.997 3.949 1.229 2.54 4 3.982 0.625 2.36
0 0 0.588 1.438 220.622 225.21 215.065 167.661 0.429 0.989 1.236 2.57 2.757 0.04 NA 16 1.381 0.002 0 0.915 3.705 0 0.987 1.155 2.154 0 0.004 0.01 0.331 0 0.982 0.85 0.97
9 9 5.953 5.44 170.436 200.642 179.06 128.282 7.953 8.346 5.352 5.219 5.663 8.327 NA 25 5.268 9 9 5.051 4.5 9 9 8.052 7.111 8.985 9 7.049 7.254 8.99 8.975 8.29 8.255
1 0.599 0.669 0.721 76.783 66.53 65.812 46.055 0.847 0.6 0.684 0.687 0.711 0.962 NA 16 2.714 0.999 0.862 0.737 0.735 1 0.984 0.893 0.716 0.997 0.995 0.947 0.845 1 0.998 0.946 0.94
0 0.001 0.737 2.023 174.437 147.061 148.314 138.635 0.568 0.401 2.304 2.152 2.366 0.075 NA 16 0.729 0.002 0 1.584 2.78 0.002 0 0.699 2.46 0.002 0.01 0.24 2.491 0 0.08 0.858 0.157
4 2.071 1.406 1.592 220.355 225.979 216.154 185.497 2.948 1.367 1.003 1.814 1.55 1.07 NA 16 2.554 3.997 1.981 1.798 2.195 3.997 4 2.608 2.631 3.985 4 3.909 2.526 3.988 3.985 2.221 2.248
4 4 0.744 0.824 263.338 169.854 196.662 184.8 1.143 1.347 0.787 1.029 0.963 1.888 NA 16 2.809 3.52 3.82 0.14 2.234 4 3.997 0.172 1.671 3.922 2.239 2.41 0.873 2.467 3.997 1.047 2.205
1 0.996 0.252 2.9 274.506 234.57 279.932 248.719 1.001 0.891 2.651 5.49 7.53 0.903 NA 16 0.974 0.989 1 0.887 17.771 0.999 0.999 0.864 9.885 1 1 0.783 3.238 0.97 1 0.776 11.696
1 0.078 0.372 1.777 220.535 207.797 193.805 173.011 0.621 1.113 1.63 2.857 2.62 0.049 NA 16 1.265 1 0.182 1.503 4.244 0.991 0.48 1.188 3.035 1 1 0.601 0.866 0.998 0.88 0.851 1.151
1 1 0.647 0.825 242.577 228.241 166.174 199.902 0.824 0.84 0.693 0.87 1.153 0.934 NA 16 1.767 3.997 1 0.638 1.855 3.385 0.766 0.041 1.051 1 3.994 0.923 1.353 4 3.924 0.88 0.843
1 0.499 0.547 0.806 175.989 193.777 203.576 162.262 0.761 0.543 0.806 0.775 1.161 0.953 NA 16 0.953 0.998 1 0.81 1.828 0.999 0.971 0.73 1.048 0.998 0.972 0.984 0.833 0.959 0.995 0.848 0.771
1 1 0.667 1.122 210.907 186.646 172.136 169.88 0.554 0.711 0.914 1.665 2.273 0.951 NA 16 0.895 1 1 0.938 3.085 1 0.998 0.785 2.438 0.963 0.995 0.707 0.857 0.992 1 0.927 0.798
9 9 2.242 1.898 321.076 279.856 256.293 215.376 6.787 5.455 2.309 1.965 2.495 4.608 NA 16 3.101 9 8.995 0.053 4.64 8.985 9 0.314 5.615 8.995 7.875 6.931 8.255 8.99 8.955 0.544 3.896
1 1 0.718 0.739 41.01 64.305 64.853 49.865 0.838 0.855 0.678 0.712 0.723 0.956 NA 16 3.162 1 0.89 0.728 0.768 1 1 0.809 0.852 1 0.997 0.954 0.807 1 0.972 0.888 0.878
1 0.611 0.669 0.728 168.219 150.652 143.635 118.633 0.774 0.835 0.672 0.765 0.786 0.925 NA 16 1.965 0.999 1 0.734 0.881 0.997 0.999 0.767 0.766 1 1 0.92 0.785 0.995 0.997 0.923 0.843
4 3.913 2.05 1.598 132.553 191.715 178.079 129.996 3.101 3.231 1.365 1.458 1.323 2.625 NA 16 2.03 3.991 4 1.599 1.357 3.955 3.903 1.967 1.687 3.988 3.985 3.31 3.359 3.994 3.973 2.94 3.395
4 4 2.708 2.8 60.91 179.675 97.711 117.112 3.217 3.679 2.388 2.582 2.695 4.72 NA 16 6.651 3.994 3.577 2.81 2.179 4 3.982 3.204 3.682 3.997 3.997 3.758 3.757 3.994 4 3.93 3.756
1 0.575 0.661 0.725 82.149 108.631 84.785 101.797 0.803 0.576 0.745 0.896 0.769 0.96 NA 16 0.763 1 0.814 0.77 0.794 0.998 0.88 0.767 0.761 0.994 0.997 0.979 0.922 1 0.957 0.857 0.8
4 4 3.307 2.511 52.625 109.32 62.497 76.76 3.355 3.391 2.082 2.15 2.272 0.931 NA 25 1.93 4 3.553 2.219 1.981 3.994 4 3.345 3.03 3.997 3.943 3.857 3.17 4 3.976 3.892 3.713
1 0.999 0.427 2.481 320.536 303.215 284.939 271.961 0.982 1.074 1.513 3.711 4.645 1.025 NA 16 1.855 0.999 1 0.869 22.397 1 1 0.002 11.037 0.997 0.998 0.869 4.674 0.985 0.999 0.018 4.037
1 0.674 0.745 0.771 103.457 109.541 81.945 88.069 0.872 0.542 0.793 0.672 0.705 0.973 NA 16 0.69 0.997 0.878 0.785 0.803 0.999 0.994 0.862 0.86 0.994 0.994 0.865 0.971 1 0.998 0.984 0.869
3.997 1.083 0.647 0.857 196.161 187.931 184.717 163.667 1.238 0.809 1.505 1.227 1.366 0.973 NA 16 1.626 3.997 1.411 0.899 1.621 3.991 1.648 1.073 1.319 3.928 3.978 0.736 1.404 4 4 1.782 1.031
0.999 1 0.335 0.837 179.182 189.884 178.095 161.518 0.657 0.405 0.56 1.142 1.418 0.144 NA 16 2.006 0.976 1 0.649 2.393 1 0.792 0 1.058 0.999 1 0.849 0.772 0.996 1 0.531 0.78
1 0.999 0.714 0.729 102.71 75.363 83.544 58.311 0.87 0.917 0.714 0.779 0.76 0.036 NA 16 2.207 0.994 1 0.746 0.767 1 0.935 0.991 0.81 0.997 0.989 0.944 0.853 0.999 1 0.982 0.853
8.99 9 1.813 1.821 204.146 282.224 205.39 185.554 5.291 6.752 2.072 2.263 1.837 5.744 NA 16 4.399 8.985 3.999 1.166 2.454 8.995 9 0.476 2.74 8.41 7.635 4.415 8.293 8.915 9 4.117 6.104
0 0.002 0.716 1.499 245.058 204.906 205.178 175.14 0.599 1.063 1.649 1.627 1.998 0.06 NA 16 1.745 0.001 0 0.791 4.489 0.009 0 0.77 3.131 0.001 0.001 0.614 0.768 0.001 0.001 0.681 0.116
4 1.453 1.73 1.875 156.179 142.817 144.21 112.427 3.587 2.768 0.938 1.804 1.311 0.91 NA 16 2.097 4 4 1.162 1.44 4 2.536 2.925 1.378 4 4 3.386 2.529 4 3.718 1.999 1.622
0 0 0 2.24 305.037 255.253 254.735 230.153 0.64 0.801 1.61 3.999 3.872 0.29 NA 16 1.855 0.002 0.002 0 17.834 0.006 0.001 0.516 17.243 0.001 0.009 0.236 5.973 0 0.016 0 8.694
4 3.961 2.916 2.796 139.025 190.87 150.458 124.759 2.995 3.653 2.482 2.513 2.68 0.958 NA 16 2.914 3.997 3.694 2.658 2.105 4 4 2.235 3.173 4.96 5.804 4.003 3.647 3.988 4.36 3.952 3.822
1 1 0.691 1.574 281.606 277.116 241.185 227.438 0.713 0.718 0.649 1.291 1.876 0.872 NA 16 1.325 0.999 1 0.829 21.037 0.999 1 0.811 20.709 0.994 0.966 0.675 0.992 1 0.948 0.808 0.935
3.991 4 2.593 2.422 191.288 160.781 140.15 109.703 3.479 2.043 2.126 2.26 2.326 3.44 NA 16 2.195 4 3.472 2.906 1.924 3.997 3.909 3.243 2.805 3.994 3.955 3.919 3.557 3.994 3.994 3.792 3.494
1 1 0.572 1.172 235.819 258.446 247.833 187.018 0.847 0.739 0.953 1.478 1.558 0.872 NA 16 1.001 1 1 0.645 4.846 1 1 0.884 2.397 0.999 1 0.878 0.886 0.981 1 0.934 0.909
4 1.053 0.775 0.817 113.402 162.126 139.867 121.279 1.1 0.8 0.726 0.842 0.919 0.924 NA 25 2.179 3.973 1.558 0.189 3.095 3.874 3.471 0.666 1.043 3.973 3.994 0.751 1.361 3.745 3.997 2.215 0.97
1 1 0.663 0.762 136.534 116.488 140.85 117.68 0.854 0.789 0.854 0.911 0.874 0.053 NA 16 0.926 0.998 0.699 0.756 1.002 1 1 0.78 1.295 0.998 0.999 0.98 0.77 1 1 0.968 0.903
0.001 0 1.696 2.674 210.589 232.374 230.014 178.166 1.374 1.372 3.701 3.238 4.042 0.11 NA 16 2.14 0.01 0 2.427 8.28 0 0 1.617 3.092 0.001 0.004 1.021 4.519 0.005 0 0.845 8.708
4 2.248 1.855 2.384 206.28 131.763 148.926 127.036 3.244 1.697 1.946 1.967 2.196 3.937 NA 16 2.07 3.997 4 2.323 1.848 4 3.985 3.831 3.381 4 3.988 3.94 3.732 3.988 4 2.681 3.241
4 1.264 0.752 0.924 233.874 223.37 243.242 200.615 1.38 0.794 0.979 0.982 1.189 3.172 NA 16 4.402 4 4 1.582 1.5 4 1.382 2.593 1.745 3.997 4 3.964 2.961 3.991 3.621 3.994 1.885
1 0.242 0.492 0.678 186.243 156.155 172.158 133.792 0.624 0.474 0.946 0.972 0.933 0.786 NA 16 0.752 1 0.351 1.036 1.369 1 1 0.834 1.32 1 1 0.994 1.055 1 0.995 0.565 0.713
0.001 0.003 0.761 1.214 179.17 134.989 129.296 106.323 0.34 0.7 1.339 1.474 1.563 0.031 NA 16 0.732 0 0 0.897 2.03 0 0.078 0.895 1.211 0.009 0.004 0.106 0.48 0 0.003 0.604 1.219
4 4 1.552 0.804 245.585 196.595 192.205 161.103 3.107 2.135 0.869 1.274 1.711 1.325 NA 16 2.303 3.991 3.997 0.729 1.879 3.994 4 0.242 2.23 3.988 3.979 3.696 2.933 4 4 3.91 1.425
1 0.802 0.802 0.786 40.519 23.589 52.712 49.39 0.89 0.729 0.781 0.762 0.778 0.973 NA 16 2.82 0.997 1 0.838 0.774 1 0.992 0.763 0.785 1 1 0.939 0.943 0.998 0.991 0.968 0.904
4 4 2.101 2.303 139.319 159.237 177.495 146.078 3.318 3.466 1.794 2.021 2.206 2.986 NA 16 1.947 4 4 1.869 1.483 3.988 4 3.056 2.399 3.991 3.991 3.531 3.387 3.898 3.994 3.943 3.636
0.001 0.64 1.018 1.794 205.541 182.477 184.48 153.74 1.029 1.843 2.541 2.941 2.97 0.07 NA 16 1.1 0.002 0 2.171 5.168 0 0.208 0.713 6.934 0.006 0 0.347 2.135 0.001 0.047 0.498 2.305
4 3.997 2.534 2.133 207.532 267.508 248.51 215.957 3.178 3.533 1.76 1.919 1.795 3.492 NA 16 2.051 3.991 4 0.486 2.337 4 3.988 3.89 2.05 3.997 3.961 3.96 3.453 4 3.994 2.937 2.889
0.999 0.237 0.487 1.166 170.807 159.205 145.916 125.328 0.675 0.715 1.345 2.054 1.701 0.142 NA 16 2.193 0.993 1 0.748 2.539 4 0.938 0.753 0.919 3.988 0.965 0.719 0.816 1 0.986 0.91 0.839
1 0.999 0.673 0.936 247.318 261.209 266.906 229.882 0.785 0.831 0.752 1.722 1.157 0.881 NA 16 1.248 0.998 1 0.047 5.337 0.996 0.999 0.697 3.336 0.996 0.998 0.983 1.263 1 0.994 0.896 0.812
4 4 0.413 1.436 306.71 286.971 277.032 227.004 1.366 3.142 1.113 2.229 2.656 1.653 NA 16 1.8 3.997 3.997 0.012 17.459 4 4 0.025 11.482 3.688 3.991 0.178 3.922 3.997 3.988 2.182 5.396
0 0 0.886 1.106 172.136 191.022 152.843 123.348 0.272 0.749 0.9 1.592 1.708 0.067 NA 16 1.027 0 0 1.114 2.639 0 0 0.683 3.315 0.002 0.012 0.342 0.813 0 0.011 0.142 1.085
1 1 0.685 0.827 207.987 200.876 189.702 163.2 0.793 0.831 0.692 0.976 0.925 0.931 NA 25 3.671 1 1 0.643 3.481 1 1 0.61 1.778 1 1 0.803 0.933 0.998 1 1 0.945
1 0.821 0.826 0.816 37.113 20.906 28.168 41.276 3.73 0.781 0.776 2.988 0.787 0.978 NA 16 3.402 1 0.929 0.841 3.164 0.999 0.996 0.972 0.822 1 0.993 0.994 0.911 1 0.989 3.928 0.939
4 1.309 0.867 0.713 203.151 151.845 150.206 135.094 2.221 0.898 0.719 0.771 1.283 0.925 NA 16 2.691 3.994 1.057 0.804 0.871 4 2.146 2.078 0.839 3.991 3.985 3.568 3.63 4 1.713 0.06 0.905
4 4 2.466 1.795 252.56 186.561 182.697 165.323 3.051 3.043 1.924 1.504 1.902 3.692 NA 16 1.82 4.475 4 1.438 1.768 5.105 3.967 1.802 1.855 4 4.03 3.525 2.985 7.885 3.898 2.157 2.728
4 4 2.348 2.251 215.07 220.385 184.535 161.67 3.056 3.453 2.004 1.92 1.825 3.94 NA 16 2.084 4 4 1.997 1.746 3.982 4 0.379 2.556 4 3.997 3.94 3.136 4 3.973 3.828 3.689
1 0 0.448 2.154 305.513 277.435 277.408 239.473 0.741 0.61 1.401 3.325 3.2 1.09 NA 16 2.173 0.999 0 0.001 19.645 0.012 0 0 9.19 0.997 0.023 0.833 2.914 0.001 0.005 0.705 6.618
