"U_1_Gam_alpha2F" "U_2_Gam_alpha2F" "U_5_Gam_alpha2F" "U_10_Gam_alpha2F" "U_1_Gam_alpha1F" "U_2_Gam_alpha1F" "U_5_Gam_alpha1F" "U_10_Gam_alpha1F" "U_1_Gam" "U_2_Gam" "U_5_Gam" "U_10_Gam" "Sylvia_Sparse" "FM_RevJump" "MBC" "DPM" "FM_Raffaele" "U_1_PC_alpha2F_01" "U_2_PC_alpha2F_01" "U_5_PC_alpha2F_01" "U_10_PC_alpha2F_01" "U_1_Gam_ProbKp_01" "U_2_Gam_ProbKp_01" "U_5_Gam_ProbKp_01" "U_10_Gam_ProbKp_01" "U_1_PC_alpha2F_09" "U_2_PC_alpha2F_09" "U_5_PC_alpha2F_09" "U_10_PC_alpha2F_09" "U_1_Gam_ProbKp_09" "U_2_Gam_ProbKp_09" "U_5_Gam_ProbKp_09" "U_10_Gam_ProbKp_09"
25 25 19.713 18.302 114.124 88.355 81.716 77.546 22.171 21.697 17.503 15.438 16.043 15.078 NA 81 25.33 24.973 25 16.43 12.567 24.991 24.795 18.862 13.183 24.991 25 21.864 22.838 24.982 24.703 24.82 18.055
25 25 15.665 11.022 158.992 145.891 122.676 108.571 12.79 15.468 13.067 9.307 10.722 9.251 NA 81 26.328 24.991 24.982 16.117 3.666 25 25 16.108 5.154 24.928 24.136 24.039 12.338 24.136 24.955 16.252 5.327
36 36 22.527 14.761 169.159 172.176 157.22 126.32 28.496 20.533 19.677 12.755 14.2 27.474 NA 81 16.989 35.978 36 25.022 0.331 35.978 36 25 0.32 35.989 35.923 25.671 7.566 35.956 36 24.991 4.135
25 25 20.926 18.831 111.635 123.427 91.634 71.208 22.739 22.924 17.84 16.036 17.197 24.209 NA 81 47.223 24.991 25 17.964 12.701 25 25 24.712 14.987 25 24.964 22.872 17.432 25 24.361 23.88 22.901
36 36 15.355 11.25 136.242 121.725 113.069 92.95 13.899 18.908 13.391 8.458 9.649 9.944 NA 100 38.123 35.945 25.242 25 2.112 35.978 36 25 2.698 35.978 32.436 17.052 17.378 35.978 35.901 25 1.37
25 24.991 25 16.096 138.295 119.247 114.024 91.334 20.964 19.473 18.907 16.26 15.073 24.327 NA 81 21.037 25 25 25 6.32 35.967 24.667 25 3.59 35.989 35.989 19.677 17.707 25 24.991 24.073 13.069
35.989 36 14.527 11.934 140.768 136.662 121.864 104.434 15.587 17.607 9.788 9.989 9.353 34.505 NA 81 18.601 35.901 34.889 16.126 6.342 35.956 36 10.976 4.811 36 35.648 18.343 5.543 35.978 27.156 16.153 12.749
30.522 36 18.448 10.365 163.428 160.024 157.009 129.48 12.871 16.53 14.692 8.312 5.277 9.461 NA 81 26.661 24.991 36 16 0.259 25 36 25 0.35 35.769 35.879 16.198 1.543 36 24.973 25 1.303
16 16 12.334 7.911 153.79 165.58 150.971 131.399 9.97 10.412 14.199 7.509 6.352 15.265 NA 81 16.353 16 16 9.252 2.446 16 16 16 0.015 15.993 15.958 16 0.179 15.993 15.986 16 0.012
25 25 20.408 19.888 79.317 62.553 97.112 59.495 22.707 22.915 18.744 18.869 19.082 15.375 NA 81 24.035 24.946 25 16.774 14.312 25 24.46 22.367 22.139 25 35.989 24.766 21.234 35.934 24.973 19.685 23.342
49 49 34.145 34.518 147.264 141.769 134.249 97.726 41.257 39.197 35.219 26.701 35.701 42.179 NA 81 38.051 48.961 48.987 25.506 4.472 48.961 44.291 25.363 19.726 48.948 48.922 48.82 45.681 48.987 48.974 28.14 34.565
35.989 36 28.741 20.086 112.698 89.278 104.64 84.498 28.813 28.954 20.729 21.297 22.435 15.6 NA 81 31.033 35.868 35.989 18.242 19.713 36 36 20.542 22.741 35.912 35.978 24.792 24.553 35.989 35.989 31.634 26.346
16 16 13.011 9.843 174.055 158.529 154.114 124.104 12.591 10.602 6.67 6.422 5.586 5.489 NA 81 11.556 15.986 23.877 16 1.835 15.832 15.993 16 1.723 16 15.993 15.244 4.695 16 16 16 7.471
25 25 18.754 11.42 150.775 135.05 137.004 110.728 15.503 13.767 9.608 7.149 7.088 8.358 NA 81 19.533 24.955 25 16.216 2.449 25 25 12.307 3.47 25 24.883 15.488 3.754 25 25 14.602 5.766
36 36 23.996 18.424 142.51 131.166 123.103 103.109 23.95 28.279 20.692 14.379 15.082 27.024 NA 81 22.195 35.857 35.989 25.024 3.913 35.978 36 25.011 3.992 35.978 35.978 33.82 11.93 36 35.978 35.041 15.959
24.982 25 20.014 12.821 174.891 167.425 158.677 120.87 19.442 12.757 11.753 7.432 6.842 19.434 NA 81 18.369 25 25 16.137 1.777 24.964 24.991 24.991 0.14 24.973 24.91 15.111 6.708 24.748 25 16.657 0.005
15.993 16 9.311 7.521 90.218 128.507 95.353 82.572 12.943 11.545 6.875 6.907 7.276 6.891 NA 81 21.652 15.986 16 7.778 4.77 16 14.138 8.134 7.321 15.594 16 11.012 10.231 16 15.986 8.615 11.988
25 25 17.969 13.948 134.162 119.736 134.56 101.549 17.184 19.019 17.323 10.767 11.547 18.455 NA 81 21.992 24.937 25 16.315 4.761 24.955 24.982 13.538 0.64 24.964 25 19.232 9.049 24.982 24.874 17.391 17.884
16 19.294 9.063 3.118 172.106 128.89 134.648 127.647 5.03 3.394 5.789 3.31 1.748 1.222 NA 81 18.008 23.191 16 16 2.321 16 16 9 2.278 15.979 15.482 14.736 0.954 36 15.965 16 0.899
25 25 13.285 13.868 100.103 109.606 76.181 64.822 16.356 13.34 10.995 10.461 11.072 21.234 NA 81 35.339 24.415 24.991 12.351 8.548 25 19.96 12.225 8.768 25 24.982 16.648 12.151 24.991 25 14.915 18.605
48.987 49 29.445 14.711 160.474 154.707 146.62 123.281 36.066 36.097 26.092 11.874 14.968 25.634 NA 81 28.948 49 49 25.09 0.245 48.935 49 25.022 1.133 48.974 49 25.22 8.308 49 44.27 45.131 1.6
15.979 16 13.347 10.43 121.504 72.049 91.651 96.429 13.154 12.065 9.024 8.992 8.701 10.268 NA 81 19.483 24.973 16 16 5.486 16 16 12.192 5.353 15.958 16 14.261 9.427 15.965 16 15.993 8.419
22.921 16.018 16 11.046 106.482 119.296 112.594 89.845 12.197 15.92 10.525 10.787 8.814 8.191 NA 81 12.172 24.955 18.727 10.43 4.48 24.982 17.611 15.993 1.388 25 19.42 13.502 13.831 25 24.973 15.993 3.584
