"U_2_PC_alpha2F_01" "U_4_PC_alpha2F_01" "U_6_PC_alpha2F_01" "U_8_PC_alpha2F_01" "U_2_PC_alpha2F_09" "U_4_PC_alpha2F_09" "U_6_PC_alpha2F_09" "U_8_PC_alpha2F_09" "sFMM" "DPM" "FMM"
25 36 25 49 25 16 25 9 25 4 49
25 25 25 25 25.039 16 16 25 4.037 4 25
16 16 16 36 16 25 25 36 16 4 9
9.04 16 16 25 16 16 25 57.4 36 4 25
25 25 36 36 36 9 16 25 36 4 16.02
49 81 36 49 36 25 26.893 16 16 4 9
25 25 36 36 9 36 36 16 25.063 4 25
9 16 16 16 25 36 36 49 25 4 16
25 36 9 9 16 16 4 36 21.067 4 25
36 16.02 25 25 16 25 16 49 25 9 16
36 16 9 25 25 16 16 25 25 4 49
25 36 9 36 25 16 9 25 4 4 16
16 16 9 9 1 4.026 25 9 25 4 4
49 25 25 36 49 36 9 49 36 4 25
36 16 36 49 36 16.033 25 25 16 4 16.048
36 16 25 25 49 4.032 36 49 9 4 4.445
36 9.04 25 9 16 36 16 9 36 4 16
25 36 36 49 25 36 9 9.027 25 4 9.027
36 16 1.035 49 25 49 25 16 25 4 38.242
18.319 9 25 25 4 25.05 36 16 16 4 25
36 16 25 25 25 16 16 25 16 4 16
36 36 25 25.226 16 25 16.02 16 16 4 16
16 49 16 36 25 9 49 16.02 16 4 25
36.028 36 16.033 16 25 16 16 9 16 4 36
64 25 64 4.07 49 16 9.069 25 9 4 36.773
36 36 25 9 36 49 9 16 25 4 16
36 16 9 25 25 9.027 36 9 4.905 4 9
4.816 16 25 25 36 16 16.02 25 9 4 25
64 49 16.033 16 16 16 16 36 25 4 16
16 16 4 25 25.056 16 25 16 25 9 16
25 5.791 36 16.048 25 9 9 36 25 4 16
25 16 25 16 27.719 9 36 16 25 4 9
1.024 16 36 25 16 16 16 16 25 4 36
16 16 36 16.074 36 36 36 16.057 16 4 9
25 36 9 9 25 16 36 25 4 4 9
36 25 16 25 16 25 25 9 16 4 16
16.033 36 25 25 25 25 36 16 25 4 16
16 16 16 25 25 25 25 25 49 4 16
36 25.056 36 25 16 25 9.108 64 36 4 16.02
25 25.039 25 25 36.045 16 25 16 25 9 25
25 25 36 25 49 49 49 16 9 4 9
19.537 36 25 36 16 16.048 16 25 16 4 16
16.033 9 25 16 25 49 9 25 25 4 25
36 25 25 36 16 16 25 16 25 4 16
25.079 49 36 25 25 25 16 36.028 36 4 25
25 16 49 25 25 25 36 25 25 4 25
9.027 36 9 16 16 25 4 25 36 4 25
16 4.032 25 36 4 16 36 16 9 4 25
16 25 36 25 25 16 16 49 49 4 49
9.04 16 36 36 16 25 36 9 36 4 16
16 16 36 16 9 25 9 25 16 4 9
36 9 36 16 25 25 9 16 25 4 16
25 36 16 25 16 9 9 25 25 4 9
16 25 16 16 25 16.042 16 64 25 9 25
9 25 25 16 36 9 25 9 16 4 25
25 25 36 16 25 25 25 36 36 4 25
25.101 25 25 16 16 16 16 9 16 4 25
36 16 16 25 25 25 36 36 36 4 16
25 25 25 49 25 36 36 25 36 4 25
25 25 9 16 16 25 9 25 16 4 9.027
9 16 16 36 16.02 9 25.112 25 9 4 25
16 36 16 36 16.065 9 25 16 36 4 9
16 16 49 16 16 16 4 4 36 4 16
25 35.615 9 36 16 25 25 25 36 4 25
9 9.027 25 49 25 25 16 16 25 4 25
49 4 25 25 16 25 36 16 16 9 25
16 16 9 25 16 25 16 25 36 4 4
16 49 9 36.013 36 25 25 36 25 4 25
16 16 25 16 4 36 16 25 36 4 25
25 16 10.091 25.024 9.027 16 16 36 25 4 9
25 36 36 25 16 25 36 64 16 4 25
9 25 49 16 36 25 49 16 9 4 25
9 25 36 25 9 25 25 25 25 4 36
16.033 9 16 36 25 25 16 16 4.021 4 16
4 36 9 25 16 25 4.045 36 4.021 4 16
25 25 49 31.072 25 25 16 16 9 4 36
16 36 16 16.12 16.009 16 25 36 36 4 16
9 16 9 25 9.04 4.045 16 16 4.907 4 4
4 16 16 36 16 9 25 36 25 4 16
16 25 36 9 25 9 16 16 25 4 9
25 25 25 25 25.024 16 9.04 25 16 9 4
36 25 16 9 49 25 16 4 25 4 25
16.02 25 25 25 9 16 16 9 25 4 25
36 25 16 25 25 25 25 36 9 4 25
4 4 64 25 4 16 36 9 16 4 16
25.882 16 16 9 25 16 36 9 36 4 36
25 36 36 25 36 25 16 16 9 4 25
25 25 16 36 16 16 25 36 25 4 16
25 36 25 49 1.024 36 25 16 25 4 16
64 25 36 25 25 49 25 25 36 4 36
25 36 36 25 16 25 25 36 16 4 25
36 36 36 49 16 36 36 25 16 4 16
36 16 49 36 16.033 49 25.039 36 16 4 9
25 9 36 64 25 9 25 25 25 4 25
16 16 16 36 16 25 36 36 25 4 9
16 25 36 49 25 36 9.027 9 25 4 16
64 25 25 36 9 9 16 25 25 4 25
25 49 16 36 25 36 16 36 25 4 25
16 25 36 49 9 9 25 16 16 4 16
49 36 36 25 25 36 25 26.101 9.04 4 9
