"U_2_PC_alpha2F_01" "U_4_PC_alpha2F_01" "U_6_PC_alpha2F_01" "U_8_PC_alpha2F_01" "U_2_PC_alpha2F_09" "U_4_PC_alpha2F_09" "U_6_PC_alpha2F_09" "U_8_PC_alpha2F_09" "sFMM" "DPM" "FMM"
0.145444852382714 0.165015745772428 0.154293750100501 0.155037188641938 0.154688193276928 0.206383085431205 0.168382093869751 0.165909632387267 0.168102913517632 0.499620243610958 0.165237455435851
0.0761424872184056 0.0774398399445757 0.109813014959389 0.0746023665502612 0.077006652026972 0.0927497040162387 0.0769683050647639 0.110832607363463 0.110719693741363 0.278160376009659 0.0761232616435574
0.142925831118711 0.107595832991162 0.126374546887687 0.118970879231761 0.0860138315343781 0.125744362491019 0.118587309338029 0.118981654307415 0.0842168275788131 0.259013042716204 0.119905118441623
0.151351188460302 0.151054825279834 0.162902234942668 0.158523730440308 0.150986595319539 0.135776952190861 0.155883687224921 0.141018315989262 0.175970190257667 0.296319785118726 0.175293165553982
0.153015415440771 0.133542917248519 0.132779717934326 0.142829601073188 0.133956010645947 0.133219681296763 0.156989372689324 0.128596284765779 0.137329431758877 0.449910583864448 0.144933090545161
0.0946513113744004 0.0806580948298754 0.0852165405940811 0.0959244235521551 0.0972346852514277 0.121167354106795 0.112175814318382 0.095176430222925 0.118534190267215 0.326214531120703 0.106432116483542
0.170303788020528 0.132653227510362 0.163068372012828 0.182793727616065 0.154971179634269 0.170310255628456 0.170882723635642 0.194088825994225 0.170444610840196 0.340188083860691 0.170294143066293
0.192606646132832 0.203089150485703 0.216117257449231 0.227528991492177 0.191600489473412 0.235449480981189 0.181186702168192 0.235348115551676 0.193188634807837 0.492154804525225 0.192571553685729
0.177027579949952 0.155044711243169 0.185469181802391 0.153230104845799 0.18417673993186 0.178373492012062 0.156141472783066 0.180126331774089 0.153939560406073 0.452266949955969 0.169534117636891
0.1814141926306 0.177718303224343 0.180121031832247 0.181440146620571 0.181676550523242 0.188815393552282 0.189062121992928 0.118651262223965 0.170075595609364 0.376131465033139 0.177931965627579
0.191813121483069 0.199341805378156 0.165969694974975 0.192793056087466 0.177002655812665 0.183059135396706 0.159247866531359 0.195427219109795 0.177856366337978 0.338770483725265 0.172396076585017
0.221404498621551 0.198132569818344 0.22455185957149 0.170079567459829 0.183545052646783 0.195666087835707 0.187122141931215 0.173545509053653 0.20227995053438 0.343325923162959 0.184817113845348
0.121891567287582 0.119695349821336 0.122077103660092 0.136323836538967 0.120105312876705 0.13254992755764 0.120843238439385 0.10360302361765 0.119322956732449 0.327373963655131 0.123303788673094
0.12490580119502 0.112762499801721 0.136794064821968 0.132337671578456 0.12099730871466 0.133632661734539 0.11347372734966 0.139088216400002 0.125102707227661 0.487966750953724 0.11668807588339
0.130476385433239 0.107451514472118 0.144113688318148 0.126301178884201 0.142873718445148 0.152230591779174 0.111064399156307 0.12615947777269 0.122901732084906 0.308568504793968 0.121652260214916
0.123009867787584 0.0988362257645481 0.115955025533671 0.0988377841866411 0.103882320410043 0.140599993222981 0.106344495301796 0.0975804151089855 0.0808419266010337 0.480768543739461 0.109256607956335
0.184455319635562 0.226836048779075 0.213289739607899 0.207631345520723 0.159139167676736 0.202947992963738 0.199873043474957 0.166857545364119 0.163888698314836 0.315424072098486 0.187918428524364
0.238013810451783 0.223940074438692 0.226237219402174 0.172290239632479 0.216436905314151 0.160492521271165 0.174489221837053 0.157384818910433 0.236899533518886 0.493104988920625 0.172352458361787
0.162190717443826 0.179335367049371 0.183597615131336 0.16248249827035 0.180020581154558 0.235672638188899 0.177106536572856 0.166965796240861 0.179628557642768 0.472326267326655 0.207347187463573
0.191024036736426 0.18538039090358 0.164769778870086 0.203977808112784 0.152025343439082 0.207970549173592 0.19710325714227 0.173558731034155 0.198980690868173 0 0.183385443692899
0.166628361469835 0.159992944712663 0.154773001088976 0.161571229838322 0.159149913995744 0.160031253116115 0.167210114432867 0.145273775080771 0.144336827690542 0.308257283876992 0.162683302710448
0.085350953181727 0.10056534085155 0.0799803706582303 0.0995101699878436 0.0908275595551976 0.0808527525039858 0.0932518661462977 0.0851309203274249 0.106774834736245 0.343554617106814 0.0883426571913729
0.201464563704056 0.18437751216989 0.153386197512779 0.173127467670862 0.156299889683557 0.185581739309686 0.185699639101811 0.187946585363481 0.173793836361023 0.363418237740391 0.17660866208077
0.0949609652884098 0.120940462102175 0.114057138865282 0.11451485075006 0.107499258486343 0.108580945971354 0.0952299469700962 0.0945786224753447 0.10037950317776 0.485192812584325 0.116245424465012
0.134929977418215 0.188503513373925 0.181172374029106 0.183769722575436 0.116747436672868 0.162093664633327 0.17711578588745 0.166041976255936 0.175826103934241 0.414760137949169 0.164783615389179
0.146796625784184 0.143032201652991 0.143382839966053 0.14501978288347 0.190070176888435 0.149855546087034 0.144157959961365 0.145926653056785 0.286237225815123 0.438144917396845 0.14706309097708
0.165983025867927 0.169698137422004 0.167790208701603 0.177117496514641 0.176183839061891 0.179376866173716 0.1711854475811 0.169001447106272 0.168813317386678 0.380138006579407 0.17580091188072
0.14545936911213 0.120071605537775 0.166360573581548 0.154987209774365 0.171880851440462 0.121301145398312 0.17460001614947 0.159396808221811 0.154217488574841 0.338059919436314 0.15436413251254
0.258942240186422 0.252438980049426 0.224390532633636 0.213144999064063 0.220747324594901 0.274487049713997 0.250793769563495 0.217989017335862 0.232758208956682 0.344936648236441 0.232119149657307
0.186640788634217 0.19544068890825 0.184115912323358 0.185860278951494 0.177396776895595 0.184074533649372 0.136200642339196 0.180917335526893 0.195135431230806 0.489300995016606 0.164981004785217
0.145865050562252 0.123886997687362 0.0994079826733591 0.12133147433313 0.138942580526758 0.1393402695719 0.15778283344075 0.136794196246257 0.133477921067844 0.261491114437321 0.0993266284456865
0.142788011706184 0.154910093912163 0.167967620637249 0.15802768455177 0.149164236996149 0.146631965515577 0.14953881214884 0.110407058488474 0.178347838602671 0.496370788284455 0.107381256213674
0.163013542136096 0.145445849335919 0.136933444213775 0.168939976070191 0.147955195599113 0.162667206364258 0.148087197375678 0.193685313802162 0.140314468171665 0.313921579233348 0.171669964139567
0.141738899962803 0.13851602117371 0.155792839351621 0.140004348012099 0.156273590222495 0.129878999265365 0.144766491190374 0.141562989301056 0.141344189067628 0.477672174244984 0.138942330681545
0.122762637562904 0.130894542401569 0.129464995570636 0.127568663405575 0.128696072766451 0.151655363341347 0.143686190431427 0.119649367120688 0.129711792149936 0.338326969957483 0.152045332031494
0.111742014328559 0.127276504814017 0.123906547241404 0.122175387264955 0.10177878405006 0.101544864477223 0.12240043783125 0.121938280770599 0.124083390075073 0.4984907543074 0.122030552508495
0.226529812804718 0.23686638484916 0.222665110785153 0.208513837014401 0.193611836958405 0.198729361564862 0.224270390384963 0.218680773603399 0.215376748845037 0.369244068757498 0.21732967922401
0.152682231726309 0.186377913651231 0.163789550599133 0.14704908981865 0.169761058553921 0.176872135744843 0.175967879046573 0.177545832669539 0.173291657845608 0.459531941410182 0.181106249286331
0.1464683217647 0.175504394330369 0.144764923435675 0.13249372230579 0.166488918168303 0.191485361862622 0.16359215450918 0.191324938366917 0.139035656770107 0.483159975408715 0.136537152359273
0.184171756581172 0.163928320847323 0.161749143191656 0.169717034676181 0.178228886247472 0.155702367773777 0.206495738379981 0.169627540428912 0.170533854280391 0.326321780218629 0.167105999030612
0.199887907667291 0.144385081191155 0.164738390544312 0.132821337920961 0.181999441073668 0.203112166458094 0.121560757773124 0.182073005002463 0.12883631400111 0.490582800865777 0.182436699021413
0.0854645942449588 0.114210600742222 0.112397685987473 0.100882166551277 0.0525767155251227 0.0944725992015069 0.103552629077966 0.113234759508228 0.114755433717905 0.456839255145211 0.117950632691684
0.179413517224747 0.192666283391906 0.155659112591315 0.159722975440492 0.211017894166433 0.162603905906001 0.159442557930085 0.188605087941701 0.161164149566886 0.668752922803779 0.153430728423336
0.167953650673191 0.108433492017849 0.132337210839798 0.0956883612104357 0.146806281584474 0.131986936557517 0.0947199518598099 0.132239248554857 0.0947403787275316 0.339353471740245 0.129409278554049
0.203252412837725 0.172984953455339 0.215294993845126 0.202679738712313 0.18768117008048 0.178288279413826 0.189140673919967 0.17008065006895 0.177507158399151 0.415086304647948 0.178957394852415
0.16518703925711 0.162351269346255 0.153800454547264 0.154337735913107 0.161037853929345 0.133270586783993 0.146658321950708 0.158222688880861 0.153912205965936 0.465052935799675 0.144680069885396
0.18656383270977 0.173703243174043 0.175036959256972 0.161202134140724 0.163130609485712 0.163196856066368 0.184160399078813 0.164140374315622 0.172569042446741 0.434421756000336 0.171932931678103
0.171181758876422 0.160828518980149 0.195926907700576 0.132049606683896 0.197571002765811 0.194876629716609 0.137497489037537 0.201416858279072 0.127623508845338 0.359662309145552 0.199557410406078
0.166075905390181 0.167702909108037 0.18343634268339 0.166213639716834 0.192128192476043 0.165740434470909 0.162061622262497 0.176494188377367 0.148629588094921 0.369952528659679 0.166263856625243
0.156564263177521 0.198019975903417 0.192911736030225 0.157307400629528 0.193372080337369 0.103269472334464 0.195519041264214 0.192142353072926 0.128137001453856 0.502420486784506 0.124385533870834
0.144945674545379 0.139353200363451 0.128156228615157 0.157035285626564 0.136948209195628 0.153264409297089 0.157195468929871 0.166461565163776 0.140663370929055 0.487090569625687 0.163291234708026
0.121358143737164 0.133870619879775 0.104150589994331 0.137663215651359 0.123177518936216 0.124102814284486 0.118445579244186 0.12183723149681 0.123009243703391 0.36435390209698 0.132376162149485
